Method_ID,Reference_sample_ID
weisler1994jpsb_zr,weisler1994jpsb_zr-RGM-1
weisler1994jpsb_nb,weisler1994jpsb_nb-RGM-1
weisler1994jpsb_pb,weisler1994jpsb_pb-RGM-1
weisler1995pnasa_pb206pb204,weisler1995pnasa_pb206pb204-NIST SRM 981
weisler1995pnasa_pb206pb204,weisler1995pnasa_pb206pb204-NG 0124
weisler1995pnasa_pb207pb204,weisler1995pnasa_pb207pb204-NIST SRM 981
weisler1995pnasa_pb207pb204,weisler1995pnasa_pb207pb204-NG 0124
weisler1995pnasa_pb208pb204,weisler1995pnasa_pb208pb204-NIST SRM 981
weisler1995pnasa_pb208pb204,weisler1995pnasa_pb208pb204-NG 0124
weisler1996pnasa_sr,weisler1996pnasa_sr-RGM-1
weisler1996pnasa_zr,weisler1996pnasa_zr-RGM-1
weisler1996pnasa_nb,weisler1996pnasa_nb-RGM-1
weisler2016aoa_sio2,weisler2016aoa_sio2-BHVO-2
weisler2016aoa_tio2,weisler2016aoa_tio2-BHVO-2
weisler2016aoa_al2o3,weisler2016aoa_al2o3-BHVO-2
weisler2016aoa_fe2o3,weisler2016aoa_fe2o3-BHVO-2
weisler2016aoa_cao,weisler2016aoa_cao-BHVO-2
weisler2016aoa_mgo,weisler2016aoa_mgo-BHVO-2
weisler2016aoa_mno,weisler2016aoa_mno-BHVO-2
weisler2016aoa_k2o,weisler2016aoa_k2o-BHVO-2
weisler2016aoa_na2o,weisler2016aoa_na2o-BHVO-2
weisler2016aoa_p2o5,weisler2016aoa_p2o5-BHVO-2
weisler2016aob_li,weisler2016aob_li-BHVO-2
weisler2016aob_be,weisler2016aob_be-BHVO-2
weisler2016aob_mg,weisler2016aob_mg-BHVO-2
weisler2016aob_p,weisler2016aob_p-BHVO-2
weisler2016aob_ca,weisler2016aob_ca-BHVO-2
weisler2016aob_sc,weisler2016aob_sc-BHVO-2
weisler2016aob_ti,weisler2016aob_ti-BHVO-2
weisler2016aob_v,weisler2016aob_v-BHVO-2
weisler2016aob_cr,weisler2016aob_cr-BHVO-2
weisler2016aob_mn,weisler2016aob_mn-BHVO-2
weisler2016aob_fe,weisler2016aob_fe-BHVO-2
weisler2016aob_co,weisler2016aob_co-BHVO-2
weisler2016aob_ni,weisler2016aob_ni-BHVO-2
weisler2016aob_cu,weisler2016aob_cu-BHVO-2
weisler2016aob_zn,weisler2016aob_zn-BHVO-2
weisler2016aob_ga,weisler2016aob_ga-BHVO-2
weisler2016aob_rb,weisler2016aob_rb-BHVO-2
weisler2016aob_sr,weisler2016aob_sr-BHVO-2
weisler2016aob_y,weisler2016aob_y-BHVO-2
weisler2016aob_zr,weisler2016aob_zr-BHVO-2
weisler2016aob_nb,weisler2016aob_nb-BHVO-2
weisler2016aob_mo,weisler2016aob_mo-BHVO-2
weisler2016aob_cd,weisler2016aob_cd-BHVO-2
weisler2016aob_sn,weisler2016aob_sn-BHVO-2
weisler2016aob_sb,weisler2016aob_sb-BHVO-2
weisler2016aob_cs,weisler2016aob_cs-BHVO-2
weisler2016aob_ba,weisler2016aob_ba-BHVO-2
weisler2016aob_la,weisler2016aob_la-BHVO-2
weisler2016aob_ce,weisler2016aob_ce-BHVO-2
weisler2016aob_pr,weisler2016aob_pr-BHVO-2
weisler2016aob_nd,weisler2016aob_nd-BHVO-2
weisler2016aob_sm,weisler2016aob_sm-BHVO-2
weisler2016aob_eu,weisler2016aob_eu-BHVO-2
weisler2016aob_gd,weisler2016aob_gd-BHVO-2
weisler2016aob_tb,weisler2016aob_tb-BHVO-2
weisler2016aob_dy,weisler2016aob_dy-BHVO-2
weisler2016aob_ho,weisler2016aob_ho-BHVO-2
weisler2016aob_er,weisler2016aob_er-BHVO-2
weisler2016aob_tm,weisler2016aob_tm-BHVO-2
weisler2016aob_yb,weisler2016aob_yb-BHVO-2
weisler2016aob_lu,weisler2016aob_lu-BHVO-2
weisler2016aob_hf,weisler2016aob_hf-BHVO-2
weisler2016aob_ta,weisler2016aob_ta-BHVO-2
weisler2016aob_w,weisler2016aob_w-BHVO-2
weisler2016aob_tl,weisler2016aob_tl-BHVO-2
weisler2016aob_pb,weisler2016aob_pb-BHVO-2
weisler2016aob_th,weisler2016aob_th-BHVO-2
weisler2016aob_u,weisler2016aob_u-BHVO-2
weisler2016aoc_nd143nd144,weisler2016aoc_nd143nd144-BHVO-2
weisler2016aoc_sr87sr86,weisler2016aoc_sr87sr86-BHVO-2
weisler2016aoc_pb206pb204,weisler2016aoc_pb206pb204-BHVO-2
weisler2016aoc_pb207pb204,weisler2016aoc_pb207pb204-BHVO-2
weisler2016aoc_pb208pb204,weisler2016aoc_pb208pb204-BHVO-2
weisler2016aoc_pb207pb206,weisler2016aoc_pb207pb206-BHVO-2
weisler2016aoc_pb208pb206,weisler2016aoc_pb208pb206-BHVO-2
weisler2016pnasa_li,weisler2016pnasa_li-BHVO-2
weisler2016pnasa_be,weisler2016pnasa_be-BHVO-2
weisler2016pnasa_mg,weisler2016pnasa_mg-BHVO-2
weisler2016pnasa_p,weisler2016pnasa_p-BHVO-2
weisler2016pnasa_ca,weisler2016pnasa_ca-BHVO-2
weisler2016pnasa_sc,weisler2016pnasa_sc-BHVO-2
weisler2016pnasa_ti,weisler2016pnasa_ti-BHVO-2
weisler2016pnasa_v,weisler2016pnasa_v-BHVO-2
weisler2016pnasa_cr,weisler2016pnasa_cr-BHVO-2
weisler2016pnasa_mn,weisler2016pnasa_mn-BHVO-2
weisler2016pnasa_fe,weisler2016pnasa_fe-BHVO-2
weisler2016pnasa_co,weisler2016pnasa_co-BHVO-2
weisler2016pnasa_ni,weisler2016pnasa_ni-BHVO-2
weisler2016pnasa_cu,weisler2016pnasa_cu-BHVO-2
weisler2016pnasa_zn,weisler2016pnasa_zn-BHVO-2
weisler2016pnasa_ga,weisler2016pnasa_ga-BHVO-2
weisler2016pnasa_rb,weisler2016pnasa_rb-BHVO-2
weisler2016pnasa_sr,weisler2016pnasa_sr-BHVO-2
weisler2016pnasa_y,weisler2016pnasa_y-BHVO-2
weisler2016pnasa_zr,weisler2016pnasa_zr-BHVO-2
weisler2016pnasa_nb,weisler2016pnasa_nb-BHVO-2
weisler2016pnasa_mo,weisler2016pnasa_mo-BHVO-2
weisler2016pnasa_cd,weisler2016pnasa_cd-BHVO-2
weisler2016pnasa_sb,weisler2016pnasa_sb-BHVO-2
weisler2016pnasa_cs,weisler2016pnasa_cs-BHVO-2
weisler2016pnasa_ba,weisler2016pnasa_ba-BHVO-2
weisler2016pnasa_la,weisler2016pnasa_la-BHVO-2
weisler2016pnasa_ce,weisler2016pnasa_ce-BHVO-2
weisler2016pnasa_pr,weisler2016pnasa_pr-BHVO-2
weisler2016pnasa_nd,weisler2016pnasa_nd-BHVO-2
weisler2016pnasa_sm,weisler2016pnasa_sm-BHVO-2
weisler2016pnasa_eu,weisler2016pnasa_eu-BHVO-2
weisler2016pnasa_gd,weisler2016pnasa_gd-BHVO-2
weisler2016pnasa_tb,weisler2016pnasa_tb-BHVO-2
weisler2016pnasa_dy,weisler2016pnasa_dy-BHVO-2
weisler2016pnasa_ho,weisler2016pnasa_ho-BHVO-2
weisler2016pnasa_er,weisler2016pnasa_er-BHVO-2
weisler2016pnasa_tm,weisler2016pnasa_tm-BHVO-2
weisler2016pnasa_yb,weisler2016pnasa_yb-BHVO-2
weisler2016pnasa_lu,weisler2016pnasa_lu-BHVO-2
weisler2016pnasa_hf,weisler2016pnasa_hf-BHVO-2
weisler2016pnasa_ta,weisler2016pnasa_ta-BHVO-2
weisler2016pnasa_w,weisler2016pnasa_w-BHVO-2
weisler2016pnasa_tl,weisler2016pnasa_tl-BHVO-2
weisler2016pnasa_pb,weisler2016pnasa_pb-BHVO-2
weisler2016pnasa_th,weisler2016pnasa_th-BHVO-2
weisler2016pnasa_u,weisler2016pnasa_u-BHVO-2
weisler2016pnasb_sr87sr86,weisler2016pnasb_sr87sr86-BHVO-2
weisler2016pnasc_nd143nd144,weisler2016pnasc_nd143nd144-BHVO-2
weisler2016pnasc_pb206pb204,weisler2016pnasc_pb206pb204-BHVO-2
weisler2016pnasc_pb207pb204,weisler2016pnasc_pb207pb204-BHVO-2
weisler2016pnasc_pb208pb204,weisler2016pnasc_pb208pb204-BHVO-2
weisler2016pnasc_pb207pb206,weisler2016pnasc_pb207pb206-BHVO-2
weisler2016pnasc_pb208pb206,weisler2016pnasc_pb208pb206-BHVO-2
weisler2016pnasa_na,weisler2016pnasa_na-BHVO-2
weisler2016pnasa_k,weisler2016pnasa_k-BHVO-2
weisler1998currantha_sio2,weisler1998currantha_sio2-BCR-1
weisler1998currantha_tio2,weisler1998currantha_tio2-BCR-1
weisler1998currantha_al2o3,weisler1998currantha_al2o3-BCR-1
weisler1998currantha_feo,weisler1998currantha_feo-BCR-1
weisler1998currantha_cao,weisler1998currantha_cao-BCR-1
weisler1998currantha_mgo,weisler1998currantha_mgo-BCR-1
weisler1998currantha_mno,weisler1998currantha_mno-BCR-1
weisler1998currantha_k2o,weisler1998currantha_k2o-BCR-1
weisler1998currantha_na2o,weisler1998currantha_na2o-BCR-1
weisler1998currantha_p2o5,weisler1998currantha_p2o5-BCR-1
weisler1998currantha_sc,weisler1998currantha_sc-BCR-1
weisler1998currantha_v,weisler1998currantha_v-BCR-1
weisler1998currantha_cr,weisler1998currantha_cr-BCR-1
weisler1998currantha_ni,weisler1998currantha_ni-BCR-1
weisler1998currantha_cu,weisler1998currantha_cu-BCR-1
weisler1998currantha_zn,weisler1998currantha_zn-BCR-1
weisler1998currantha_ga,weisler1998currantha_ga-BCR-1
weisler1998currantha_rb,weisler1998currantha_rb-BCR-1
weisler1998currantha_sr,weisler1998currantha_sr-BCR-1
weisler1998currantha_y,weisler1998currantha_y-BCR-1
weisler1998currantha_zr,weisler1998currantha_zr-BCR-1
weisler1998currantha_nb,weisler1998currantha_nb-BCR-1
weisler1998currantha_ba,weisler1998currantha_ba-BCR-1
weisler1998currantha_la,weisler1998currantha_la-BCR-1
weisler1998currantha_ce,weisler1998currantha_ce-BCR-1
weisler1998currantha_pb,weisler1998currantha_pb-BCR-1
weisler1998currantha_th,weisler1998currantha_th-BCR-1
mcalister2017pob_sio2,mcalister2017pob_sio2-JR-1
mcalister2017pob_sio2,mcalister2017pob_sio2-JR-2
mcalister2017pob_tio2,mcalister2017pob_tio2-JR-1
mcalister2017pob_tio2,mcalister2017pob_tio2-JR-2
mcalister2017pob_feot,mcalister2017pob_feot-JR-1
mcalister2017pob_feot,mcalister2017pob_feot-JR-2
mcalister2017pob_cao,mcalister2017pob_cao-JR-1
mcalister2017pob_cao,mcalister2017pob_cao-JR-2
mcalister2017pob_k2o,mcalister2017pob_k2o-JR-1
mcalister2017pob_k2o,mcalister2017pob_k2o-JR-2
mcalister2017pob_v,mcalister2017pob_v-JR-1
mcalister2017pob_v,mcalister2017pob_v-JR-2
mcalister2017pob_cr,mcalister2017pob_cr-JR-1
mcalister2017pob_cr,mcalister2017pob_cr-JR-2
mcalister2017pob_ni,mcalister2017pob_ni-JR-1
mcalister2017pob_ni,mcalister2017pob_ni-JR-2
mcalister2017pob_cu,mcalister2017pob_cu-JR-1
mcalister2017pob_cu,mcalister2017pob_cu-JR-2
mcalister2017pob_zn,mcalister2017pob_zn-JR-1
mcalister2017pob_zn,mcalister2017pob_zn-JR-2
mcalister2017pob_rb,mcalister2017pob_rb-JR-1
mcalister2017pob_rb,mcalister2017pob_rb-JR-2
mcalister2017pob_sr,mcalister2017pob_sr-JR-1
mcalister2017pob_sr,mcalister2017pob_sr-JR-2
mcalister2017pob_y,mcalister2017pob_y-JR-1
mcalister2017pob_y,mcalister2017pob_y-JR-2
mcalister2017pob_zr,mcalister2017pob_zr-JR-1
mcalister2017pob_zr,mcalister2017pob_zr-JR-2
mcalister2017pob_nb,mcalister2017pob_nb-JR-1
mcalister2017pob_nb,mcalister2017pob_nb-JR-2
mcalister2017pob_pb,mcalister2017pob_pb-JR-1
mcalister2017pob_pb,mcalister2017pob_pb-JR-2
mcalister2017pob_th,mcalister2017pob_th-JR-1
mcalister2017pob_th,mcalister2017pob_th-JR-2
best1992jpsa_sio2,best1992jpsa_sio2-MEB (Mount Eden Basalt)
best1992jpsa_tio2,best1992jpsa_tio2-MEB (Mount Eden Basalt)
best1992jpsa_al2o3,best1992jpsa_al2o3-MEB (Mount Eden Basalt)
best1992jpsa_fe2o3,best1992jpsa_fe2o3-MEB (Mount Eden Basalt)
best1992jpsa_cao,best1992jpsa_cao-MEB (Mount Eden Basalt)
best1992jpsa_mgo,best1992jpsa_mgo-MEB (Mount Eden Basalt)
best1992jpsa_mno,best1992jpsa_mno-MEB (Mount Eden Basalt)
best1992jpsa_k2o,best1992jpsa_k2o-MEB (Mount Eden Basalt)
best1992jpsa_na2o,best1992jpsa_na2o-MEB (Mount Eden Basalt)
best1992jpsa_p2o5,best1992jpsa_p2o5-MEB (Mount Eden Basalt)
best1992jpsa_v,best1992jpsa_v-MEB (Mount Eden Basalt)
best1992jpsa_cr,best1992jpsa_cr-MEB (Mount Eden Basalt)
best1992jpsa_ni,best1992jpsa_ni-MEB (Mount Eden Basalt)
best1992jpsa_zn,best1992jpsa_zn-MEB (Mount Eden Basalt)
best1992jpsa_rb,best1992jpsa_rb-MEB (Mount Eden Basalt)
best1992jpsa_sr,best1992jpsa_sr-MEB (Mount Eden Basalt)
best1992jpsa_y,best1992jpsa_y-MEB (Mount Eden Basalt)
best1992jpsa_zr,best1992jpsa_zr-MEB (Mount Eden Basalt)
best1992jpsa_nb,best1992jpsa_nb-MEB (Mount Eden Basalt)
best1992jpsa_ba,best1992jpsa_ba-MEB (Mount Eden Basalt)
best1992jpsa_la,best1992jpsa_la-MEB (Mount Eden Basalt)
best1992jpsa_pb,best1992jpsa_pb-MEB (Mount Eden Basalt)
best1992jpsa_th,best1992jpsa_th-MEB (Mount Eden Basalt)
mccoy2016qra_fe,mccoy2016qra_fe-BHVO-2
mccoy2016qra_sr,mccoy2016qra_sr-BHVO-2
mccoy2016qra_y,mccoy2016qra_y-BHVO-2
mccoy2016qra_zr,mccoy2016qra_zr-BHVO-2
mccoy2016qra_nb,mccoy2016qra_nb-BHVO-2
hermann2019aoa_sio2,hermann2019aoa_sio2-CB2
hermann2019aoa_sio2,hermann2019aoa_sio2-BELC
hermann2019aoa_sio2,hermann2019aoa_sio2-CB15
hermann2019aoa_sio2,hermann2019aoa_sio2-CB18
hermann2019aoa_sio2,hermann2019aoa_sio2-ACE
hermann2019aoa_sio2,hermann2019aoa_sio2-ME
hermann2019aoa_tio2,hermann2019aoa_tio2-CB2
hermann2019aoa_tio2,hermann2019aoa_tio2-BELC
hermann2019aoa_tio2,hermann2019aoa_tio2-CB15
hermann2019aoa_tio2,hermann2019aoa_tio2-CB18
hermann2019aoa_tio2,hermann2019aoa_tio2-ACE
hermann2019aoa_tio2,hermann2019aoa_tio2-ME
hermann2019aoa_al2o3,hermann2019aoa_al2o3-CB2
hermann2019aoa_al2o3,hermann2019aoa_al2o3-BELC
hermann2019aoa_al2o3,hermann2019aoa_al2o3-CB15
hermann2019aoa_al2o3,hermann2019aoa_al2o3-CB18
hermann2019aoa_al2o3,hermann2019aoa_al2o3-ACE
hermann2019aoa_al2o3,hermann2019aoa_al2o3-ME
hermann2019aoa_fe2o3,hermann2019aoa_fe2o3-CB2
hermann2019aoa_fe2o3,hermann2019aoa_fe2o3-BELC
hermann2019aoa_fe2o3,hermann2019aoa_fe2o3-CB15
hermann2019aoa_fe2o3,hermann2019aoa_fe2o3-CB18
hermann2019aoa_fe2o3,hermann2019aoa_fe2o3-ACE
hermann2019aoa_fe2o3,hermann2019aoa_fe2o3-ME
hermann2019aoa_cao,hermann2019aoa_cao-CB2
hermann2019aoa_cao,hermann2019aoa_cao-BELC
hermann2019aoa_cao,hermann2019aoa_cao-CB15
hermann2019aoa_cao,hermann2019aoa_cao-CB18
hermann2019aoa_cao,hermann2019aoa_cao-ACE
hermann2019aoa_cao,hermann2019aoa_cao-ME
hermann2019aoa_mgo,hermann2019aoa_mgo-CB2
hermann2019aoa_mgo,hermann2019aoa_mgo-BELC
hermann2019aoa_mgo,hermann2019aoa_mgo-CB15
hermann2019aoa_mgo,hermann2019aoa_mgo-CB18
hermann2019aoa_mgo,hermann2019aoa_mgo-ACE
hermann2019aoa_mgo,hermann2019aoa_mgo-ME
hermann2019aoa_mno,hermann2019aoa_mno-CB2
hermann2019aoa_mno,hermann2019aoa_mno-BELC
hermann2019aoa_mno,hermann2019aoa_mno-CB15
hermann2019aoa_mno,hermann2019aoa_mno-CB18
hermann2019aoa_mno,hermann2019aoa_mno-ACE
hermann2019aoa_mno,hermann2019aoa_mno-ME
hermann2019aoa_k2o,hermann2019aoa_k2o-CB2
hermann2019aoa_k2o,hermann2019aoa_k2o-BELC
hermann2019aoa_k2o,hermann2019aoa_k2o-CB15
hermann2019aoa_k2o,hermann2019aoa_k2o-CB18
hermann2019aoa_k2o,hermann2019aoa_k2o-ACE
hermann2019aoa_k2o,hermann2019aoa_k2o-ME
hermann2019aoa_na2o,hermann2019aoa_na2o-CB2
hermann2019aoa_na2o,hermann2019aoa_na2o-BELC
hermann2019aoa_na2o,hermann2019aoa_na2o-CB15
hermann2019aoa_na2o,hermann2019aoa_na2o-CB18
hermann2019aoa_na2o,hermann2019aoa_na2o-ACE
hermann2019aoa_na2o,hermann2019aoa_na2o-ME
hermann2019aoa_p2o5,hermann2019aoa_p2o5-CB2
hermann2019aoa_p2o5,hermann2019aoa_p2o5-BELC
hermann2019aoa_p2o5,hermann2019aoa_p2o5-CB15
hermann2019aoa_p2o5,hermann2019aoa_p2o5-CB18
hermann2019aoa_p2o5,hermann2019aoa_p2o5-ACE
hermann2019aoa_p2o5,hermann2019aoa_p2o5-ME
hermann2019aoa_sc,hermann2019aoa_sc-CB2
hermann2019aoa_sc,hermann2019aoa_sc-BELC
hermann2019aoa_sc,hermann2019aoa_sc-CB15
hermann2019aoa_sc,hermann2019aoa_sc-CB18
hermann2019aoa_sc,hermann2019aoa_sc-ACE
hermann2019aoa_sc,hermann2019aoa_sc-ME
hermann2019aoa_rb,hermann2019aoa_rb-CB2
hermann2019aoa_rb,hermann2019aoa_rb-BELC
hermann2019aoa_rb,hermann2019aoa_rb-CB15
hermann2019aoa_rb,hermann2019aoa_rb-CB18
hermann2019aoa_rb,hermann2019aoa_rb-ACE
hermann2019aoa_rb,hermann2019aoa_rb-ME
hermann2019aoa_sr,hermann2019aoa_sr-CB2
hermann2019aoa_sr,hermann2019aoa_sr-BELC
hermann2019aoa_sr,hermann2019aoa_sr-CB15
hermann2019aoa_sr,hermann2019aoa_sr-CB18
hermann2019aoa_sr,hermann2019aoa_sr-ACE
hermann2019aoa_sr,hermann2019aoa_sr-ME
hermann2019aoa_y,hermann2019aoa_y-CB2
hermann2019aoa_y,hermann2019aoa_y-BELC
hermann2019aoa_y,hermann2019aoa_y-CB15
hermann2019aoa_y,hermann2019aoa_y-CB18
hermann2019aoa_y,hermann2019aoa_y-ACE
hermann2019aoa_y,hermann2019aoa_y-ME
hermann2019aoa_zr,hermann2019aoa_zr-CB2
hermann2019aoa_zr,hermann2019aoa_zr-BELC
hermann2019aoa_zr,hermann2019aoa_zr-CB15
hermann2019aoa_zr,hermann2019aoa_zr-CB18
hermann2019aoa_zr,hermann2019aoa_zr-ACE
hermann2019aoa_zr,hermann2019aoa_zr-ME
hermann2019aoa_nb,hermann2019aoa_nb-CB2
hermann2019aoa_nb,hermann2019aoa_nb-BELC
hermann2019aoa_nb,hermann2019aoa_nb-CB15
hermann2019aoa_nb,hermann2019aoa_nb-CB18
hermann2019aoa_nb,hermann2019aoa_nb-ACE
hermann2019aoa_nb,hermann2019aoa_nb-ME
hermann2019aoa_ba,hermann2019aoa_ba-CB2
hermann2019aoa_ba,hermann2019aoa_ba-BELC
hermann2019aoa_ba,hermann2019aoa_ba-CB15
hermann2019aoa_ba,hermann2019aoa_ba-CB18
hermann2019aoa_ba,hermann2019aoa_ba-ACE
hermann2019aoa_ba,hermann2019aoa_ba-ME
hermann2019aoa_la,hermann2019aoa_la-CB2
hermann2019aoa_la,hermann2019aoa_la-BELC
hermann2019aoa_la,hermann2019aoa_la-CB15
hermann2019aoa_la,hermann2019aoa_la-CB18
hermann2019aoa_la,hermann2019aoa_la-ACE
hermann2019aoa_la,hermann2019aoa_la-ME
hermann2019aoa_ce,hermann2019aoa_ce-CB2
hermann2019aoa_ce,hermann2019aoa_ce-BELC
hermann2019aoa_ce,hermann2019aoa_ce-CB15
hermann2019aoa_ce,hermann2019aoa_ce-CB18
hermann2019aoa_ce,hermann2019aoa_ce-ACE
hermann2019aoa_ce,hermann2019aoa_ce-ME
hermann2019aoa_nd,hermann2019aoa_nd-CB2
hermann2019aoa_nd,hermann2019aoa_nd-BELC
hermann2019aoa_nd,hermann2019aoa_nd-CB15
hermann2019aoa_nd,hermann2019aoa_nd-CB18
hermann2019aoa_nd,hermann2019aoa_nd-ACE
hermann2019aoa_nd,hermann2019aoa_nd-ME
hermann2019aoa_sm,hermann2019aoa_sm-CB2
hermann2019aoa_sm,hermann2019aoa_sm-BELC
hermann2019aoa_sm,hermann2019aoa_sm-CB15
hermann2019aoa_sm,hermann2019aoa_sm-CB18
hermann2019aoa_sm,hermann2019aoa_sm-ACE
hermann2019aoa_sm,hermann2019aoa_sm-ME
hermann2019aoa_eu,hermann2019aoa_eu-CB2
hermann2019aoa_eu,hermann2019aoa_eu-BELC
hermann2019aoa_eu,hermann2019aoa_eu-CB15
hermann2019aoa_eu,hermann2019aoa_eu-CB18
hermann2019aoa_eu,hermann2019aoa_eu-ACE
hermann2019aoa_eu,hermann2019aoa_eu-ME
hermann2019aoa_gd,hermann2019aoa_gd-CB2
hermann2019aoa_gd,hermann2019aoa_gd-BELC
hermann2019aoa_gd,hermann2019aoa_gd-CB15
hermann2019aoa_gd,hermann2019aoa_gd-CB18
hermann2019aoa_gd,hermann2019aoa_gd-ACE
hermann2019aoa_gd,hermann2019aoa_gd-ME
hermann2019aoa_dy,hermann2019aoa_dy-CB2
hermann2019aoa_dy,hermann2019aoa_dy-BELC
hermann2019aoa_dy,hermann2019aoa_dy-CB15
hermann2019aoa_dy,hermann2019aoa_dy-CB18
hermann2019aoa_dy,hermann2019aoa_dy-ACE
hermann2019aoa_dy,hermann2019aoa_dy-ME
hermann2019aoa_er,hermann2019aoa_er-CB2
hermann2019aoa_er,hermann2019aoa_er-BELC
hermann2019aoa_er,hermann2019aoa_er-CB15
hermann2019aoa_er,hermann2019aoa_er-CB18
hermann2019aoa_er,hermann2019aoa_er-ACE
hermann2019aoa_er,hermann2019aoa_er-ME
hermann2019aoa_yb,hermann2019aoa_yb-CB2
hermann2019aoa_yb,hermann2019aoa_yb-BELC
hermann2019aoa_yb,hermann2019aoa_yb-CB15
hermann2019aoa_yb,hermann2019aoa_yb-CB18
hermann2019aoa_yb,hermann2019aoa_yb-ACE
hermann2019aoa_yb,hermann2019aoa_yb-ME
hermann2019aoa_th,hermann2019aoa_th-CB2
hermann2019aoa_th,hermann2019aoa_th-BELC
hermann2019aoa_th,hermann2019aoa_th-CB15
hermann2019aoa_th,hermann2019aoa_th-CB18
hermann2019aoa_th,hermann2019aoa_th-ACE
hermann2019aoa_th,hermann2019aoa_th-ME
hermann2019aob_sio2,hermann2019aob_sio2-JR-1
hermann2019aob_sio2,hermann2019aob_sio2-JR-2
hermann2019aob_tio2,hermann2019aob_tio2-JR-1
hermann2019aob_tio2,hermann2019aob_tio2-JR-2
hermann2019aob_fe2o3,hermann2019aob_fe2o3-JR-1
hermann2019aob_fe2o3,hermann2019aob_fe2o3-JR-2
hermann2019aob_cao,hermann2019aob_cao-JR-1
hermann2019aob_cao,hermann2019aob_cao-JR-2
hermann2019aob_mno,hermann2019aob_mno-JR-1
hermann2019aob_mno,hermann2019aob_mno-JR-2
hermann2019aob_k2o,hermann2019aob_k2o-
hermann2019aob_v,hermann2019aob_v-JR-1
hermann2019aob_v,hermann2019aob_v-JR-2
hermann2019aob_ni,hermann2019aob_ni-
hermann2019aob_cu,hermann2019aob_cu-JR-1
hermann2019aob_cu,hermann2019aob_cu-JR-2
hermann2019aob_zn,hermann2019aob_zn-
hermann2019aob_ga,hermann2019aob_ga-JR-1
hermann2019aob_ga,hermann2019aob_ga-JR-2
hermann2019aob_rb,hermann2019aob_rb-JR-1
hermann2019aob_rb,hermann2019aob_rb-JR-2
hermann2019aob_sr,hermann2019aob_sr-JR-1
hermann2019aob_sr,hermann2019aob_sr-JR-2
hermann2019aob_y,hermann2019aob_y-JR-1
hermann2019aob_y,hermann2019aob_y-JR-2
hermann2019aob_zr,hermann2019aob_zr-JR-1
hermann2019aob_zr,hermann2019aob_zr-JR-2
hermann2019aob_nb,hermann2019aob_nb-JR-1
hermann2019aob_nb,hermann2019aob_nb-JR-2
hermann2019aob_pb,hermann2019aob_pb-JR-1
hermann2019aob_pb,hermann2019aob_pb-JR-2
reepmeyer2010archaeometrya_sio2,reepmeyer2010archaeometrya_sio2-ANU2000
reepmeyer2010archaeometrya_al2o3,reepmeyer2010archaeometrya_al2o3-ANU2000
reepmeyer2010archaeometrya_feot,reepmeyer2010archaeometrya_feot-ANU2000
reepmeyer2010archaeometrya_cao,reepmeyer2010archaeometrya_cao-ANU2000
reepmeyer2010archaeometrya_mgo,reepmeyer2010archaeometrya_mgo-ANU2000
reepmeyer2010archaeometrya_k2o,reepmeyer2010archaeometrya_k2o-ANU2000
reepmeyer2010archaeometrya_na2o,reepmeyer2010archaeometrya_na2o-ANU2000
reepmeyer2010archaeometryb_p,reepmeyer2010archaeometryb_p-ANU2000
reepmeyer2010archaeometryb_sc,reepmeyer2010archaeometryb_sc-ANU2000
reepmeyer2010archaeometryb_ti,reepmeyer2010archaeometryb_ti-ANU2000
reepmeyer2010archaeometryb_v,reepmeyer2010archaeometryb_v-ANU2000
reepmeyer2010archaeometryb_mn,reepmeyer2010archaeometryb_mn-ANU2000
reepmeyer2010archaeometryb_co,reepmeyer2010archaeometryb_co-ANU2000
reepmeyer2010archaeometryb_ni,reepmeyer2010archaeometryb_ni-ANU2000
reepmeyer2010archaeometryb_cu,reepmeyer2010archaeometryb_cu-ANU2000
reepmeyer2010archaeometryb_as,reepmeyer2010archaeometryb_as-ANU2000
reepmeyer2010archaeometryb_rb,reepmeyer2010archaeometryb_rb-ANU2000
reepmeyer2010archaeometryb_sr,reepmeyer2010archaeometryb_sr-ANU2000
reepmeyer2010archaeometryb_y,reepmeyer2010archaeometryb_y-ANU2000
reepmeyer2010archaeometryb_zr,reepmeyer2010archaeometryb_zr-ANU2000
reepmeyer2010archaeometryb_nb,reepmeyer2010archaeometryb_nb-ANU2000
reepmeyer2010archaeometryb_mo,reepmeyer2010archaeometryb_mo-ANU2000
reepmeyer2010archaeometryb_sn,reepmeyer2010archaeometryb_sn-ANU2000
reepmeyer2010archaeometryb_cs,reepmeyer2010archaeometryb_cs-ANU2000
reepmeyer2010archaeometryb_ba,reepmeyer2010archaeometryb_ba-ANU2000
reepmeyer2010archaeometryb_la,reepmeyer2010archaeometryb_la-ANU2000
reepmeyer2010archaeometryb_ce,reepmeyer2010archaeometryb_ce-ANU2000
reepmeyer2010archaeometryb_pr,reepmeyer2010archaeometryb_pr-ANU2000
reepmeyer2010archaeometryb_nd,reepmeyer2010archaeometryb_nd-ANU2000
reepmeyer2010archaeometryb_sm,reepmeyer2010archaeometryb_sm-ANU2000
reepmeyer2010archaeometryb_eu,reepmeyer2010archaeometryb_eu-ANU2000
reepmeyer2010archaeometryb_gd,reepmeyer2010archaeometryb_gd-ANU2000
reepmeyer2010archaeometryb_tb,reepmeyer2010archaeometryb_tb-ANU2000
