ID,sample_name,sample_measured_value,uncertainty,uncertainty_unit,number_of_measurements
mcalister2019a_mn-AGV-2,AGV-2,791.1153993137,,,
mcalister2019a_mn-ANU-2000,ANU-2000,495.4212467094,,,
mcalister2019a_mn-DNC-1,DNC-1,1179.1152240371,,,
mcalister2019a_mn-JA-1,JA-1,1210.7596019578,,,
mcalister2019a_mn-JA-2,JA-2,881.3813582691,,,
mcalister2019a_mn-JF-2,JF-2,-3.4015750154,,,
mcalister2019a_mn-JG-1a,JG-1a,429.5752657349,,,
mcalister2019a_mn-JG-2,JG-2,134.2816314337,,,
mcalister2019a_mn-JG-3,JG-3,549.8067863262,,,
mcalister2019a_mn-JGb-1,JGb-1,922.3638000434,,,
mcalister2019a_mn-JH-1,JH-1,1528.967658575,,,
mcalister2019a_mn-JR-1,JR-1,807.1509016808,,,
mcalister2019a_mn-JR-2,JR-2,900.0311731532,,,
mcalister2019a_mn-JR-3,JR-3,684.1760090409,,,
mcalister2019a_mn-JSl-2,JSl-2,614.7651407645,,,
mcalister2019a_mn-JSy-1,JSy-1,7.0366825654,,,
mcalister2019a_mn-MQ-004,MQ-004,1759.9744670961,,,
mcalister2019a_mn-MQ-007,MQ-007,1736.8077840571,,,
mcalister2019a_mn-NIST-278,NIST-278,406.0414385403,,,
mcalister2019a_mn-QLO-1a,QLO-1a,731.6545207397,,,
mcalister2019a_mn-SARM-2,SARM-2,74.9562689079,,,
mcalister2019a_fe-SARM-4,SARM-4,64094.946914219,,,
mcalister2019a_fe-9.5,9.5,33353.2497939022,,,
mcalister2019a_fe-17.59,17.59,34111.4675466807,,,
mcalister2019a_fe-29.16,29.16,10342.2788321827,,,
mcalister2019a_fe-32.1,32.1,14933.4475303369,,,
mcalister2019a_fe-AC-08,AC-08,9827.4009904756,,,
mcalister2019a_fe-AGV-2,AGV-2,46472.5060930448,,,
mcalister2019a_fe-ANU-2000,ANU-2000,15368.7030726256,,,
mcalister2019a_fe-DNC-1,DNC-1,69499.2648473017,,,
mcalister2019a_fe-JA-1,JA-1,48693.0285749678,,,
mcalister2019a_fe-JA-2,JA-2,44762.7965800681,,,
mcalister2019a_fe-JF-2,JF-2,1008.6171743868,,,
mcalister2019a_fe-JG-1a,JG-1a,13458.3860067736,,,
mcalister2019a_fe-JG-2,JG-2,7258.1378278751,,,
mcalister2019a_fe-JG-3,JG-3,25131.077794752,,,
mcalister2019a_fe-JGb-1,JGb-1,46396.4221597531,,,
mcalister2019a_fe-JH-1,JH-1,70480.1579893489,,,
mcalister2019a_fe-JR-1,JR-1,6275.991063098,,,
mcalister2019a_fe-JR-2,JR-2,5521.2857375413,,,
mcalister2019a_fe-JR-3,JR-3,32944.9579813088,,,
mcalister2019a_fe-JSl-2,JSl-2,48990.1769970604,,,
mcalister2019a_fe-JSy-1,JSy-1,1065.075757439,,,
mcalister2019a_fe-MQ-004,MQ-004,23477.2556694435,,,
mcalister2019a_fe-MQ-007,MQ-007,26934.6533654249,,,
mcalister2019a_fe-NIST-278,NIST-278,15150.5630279276,,,
mcalister2019a_fe-QLO-1a,QLO-1a,29345.4154717357,,,
mcalister2019a_fe-SARM-2,SARM-2,9864.1986371215,,,
mcalister2019a_zn-SARM-4,SARM-4,64.979358455,,,
mcalister2019a_zn-9.5,9.5,204.4668876353,,,
mcalister2019a_zn-17.59,17.59,322.486850673,,,
mcalister2019a_zn-29.16,29.16,34.497866216,,,
mcalister2019a_zn-32.1,32.1,39.5791779428,,,
mcalister2019a_zn-AC-08,AC-08,42.8551170397,,,
mcalister2019a_zn-AGV-2,AGV-2,90.7725971567,,,
mcalister2019a_zn-ANU-2000,ANU-2000,42.2792124301,,,
mcalister2019a_zn-DNC-1,DNC-1,66.9592957598,,,
mcalister2019a_zn-JA-1,JA-1,89.4958875607,,,
mcalister2019a_zn-JA-2,JA-2,68.2364546346,,,
mcalister2019a_zn-JF-2,JF-2,3.7839988083,,,
mcalister2019a_zn-JG-1a,JG-1a,40.1132719083,,,
mcalister2019a_zn-JG-2,JG-2,15.0905496631,,,
mcalister2019a_zn-JG-3,JG-3,46.0160100764,,,
mcalister2019a_zn-JGb-1,JGb-1,47.9729083299,,,
mcalister2019a_zn-JH-1,JH-1,61.8599555519,,,
mcalister2019a_zn-JR-1,JR-1,27.0154240889,,,
mcalister2019a_zn-JR-2,JR-2,27.1137910626,,,
mcalister2019a_zn-JR-3,JR-3,196.1435937846,,,
mcalister2019a_zn-JSl-2,JSl-2,109.4103495009,,,
mcalister2019a_zn-JSy-1,JSy-1,-1.2533185061,,,
mcalister2019a_zn-MQ-004,MQ-004,126.4174997103,,,
mcalister2019a_zn-MQ-007,MQ-007,134.9071459078,,,
mcalister2019a_zn-NIST-278,NIST-278,54.2717239521,,,
mcalister2019a_zn-QLO-1a,QLO-1a,66.2524527438,,,
mcalister2019a_zn-SARM-2,SARM-2,5.2616003319,,,
mcalister2019a_rb-SARM-4,SARM-4,3.9546685478,,,
mcalister2019a_rb-9.5,9.5,140.7955327972,,,
mcalister2019a_rb-17.59,17.59,662.6139023993,,,
mcalister2019a_rb-29.16,29.16,130.7679436984,,,
mcalister2019a_rb-32.1,32.1,120.0269339995,,,
mcalister2019a_rb-AC-08,AC-08,209.1450235923,,,
mcalister2019a_rb-AGV-2,AGV-2,65.9633145457,,,
mcalister2019a_rb-ANU-2000,ANU-2000,149.6707039926,,,
mcalister2019a_rb-JA-1,JA-1,12.8075987996,,,
mcalister2019a_rb-JA-2,JA-2,71.5730710277,,,
mcalister2019a_rb-JF-2,JF-2,220.8565470356,,,
mcalister2019a_rb-JG-1a,JG-1a,179.5904396082,,,
mcalister2019a_rb-JG-2,JG-2,301.724809709,,,
mcalister2019a_rb-JG-3,JG-3,65.7742239038,,,
mcalister2019a_rb-JGb-1,JGb-1,6.8240708258,,,
mcalister2019a_rb-JH-1,JH-1,14.5227755048,,,
mcalister2019a_rb-JR-1,JR-1,257.215367802,,,
mcalister2019a_rb-JR-2,JR-2,308.4237164903,,,
mcalister2019a_rb-JR-3,JR-3,447.4238853606,,,
mcalister2019a_rb-JSl-2,JSl-2,117.4802026016,,,
mcalister2019a_rb-JSy-1,JSy-1,68.8166563001,,,
mcalister2019a_rb-MQ-004,MQ-004,283.2882466848,,,
mcalister2019a_rb-MQ-007,MQ-007,268.2018727621,,,
mcalister2019a_rb-NIST-278,NIST-278,131.8738579795,,,
mcalister2019a_rb-QLO-1a,QLO-1a,68.6875116999,,,
mcalister2019a_rb-SARM-2,SARM-2,518.1790112161,,,
mcalister2019a_sr-SARM-4,SARM-4,263.0490764152,,,
mcalister2019a_sr-9.5,9.5,3.2910511173,,,
mcalister2019a_sr-17.59,17.59,11.4380446272,,,
mcalister2019a_sr-29.16,29.16,91.4201638286,,,
mcalister2019a_sr-32.1,32.1,161.8860641281,,,
mcalister2019a_sr-AC-08,AC-08,18.5583143616,,,
mcalister2019a_sr-AGV-2,AGV-2,654.7380005567,,,
mcalister2019a_sr-ANU-2000,ANU-2000,69.2157846967,,,
mcalister2019a_sr-JA-1,JA-1,263.1920466759,,,
mcalister2019a_sr-JA-2,JA-2,250.0972482843,,,
mcalister2019a_sr-JF-2,JF-2,203.4139565512,,,
mcalister2019a_sr-JG-1a,JG-1a,193.0514019642,,,
mcalister2019a_sr-JG-2,JG-2,14.5783152631,,,
mcalister2019a_sr-JG-3,JG-3,375.987606327,,,
mcalister2019a_sr-JGb-1,JGb-1,438.3424121507,,,
mcalister2019a_sr-JH-1,JH-1,154.5613665749,,,
mcalister2019a_sr-JR-1,JR-1,27.9313913166,,,
mcalister2019a_sr-JR-2,JR-2,5.4251894328,,,
mcalister2019a_sr-JR-3,JR-3,15.8896589338,,,
mcalister2019a_sr-JSl-2,JSl-2,237.8707333882,,,
mcalister2019a_sr-JSy-1,JSy-1,17.4843218791,,,
mcalister2019a_sr-MQ-004,MQ-004,80.9777803291,,,
mcalister2019a_sr-MQ-007,MQ-007,69.4742437344,,,
mcalister2019a_sr-NIST-278,NIST-278,65.5804625423,,,
mcalister2019a_sr-QLO-1a,QLO-1a,335.1438991684,,,
mcalister2019a_sr-SARM-2,SARM-2,63.4339326475,,,
mcalister2019a_y-SARM-4,SARM-4,9.6588887021,,,
mcalister2019a_y-9.5,9.5,117.4027204579,,,
mcalister2019a_y-17.59,17.59,238.7805390866,,,
mcalister2019a_y-29.16,29.16,23.6782434824,,,
mcalister2019a_y-32.1,32.1,17.1277964609,,,
mcalister2019a_y-AC-08,AC-08,37.3828426022,,,
mcalister2019a_y-AGV-2,AGV-2,23.196010687,,,
mcalister2019a_y-ANU-2000,ANU-2000,40.9362415163,,,
mcalister2019a_y-JA-1,JA-1,26.3117280119,,,
mcalister2019a_y-JA-2,JA-2,17.561231191,,,
mcalister2019a_y-JF-2,JF-2,7.6075321826,,,
mcalister2019a_y-JG-1a,JG-1a,34.0604485671,,,
mcalister2019a_y-JG-2,JG-2,80.2611627483,,,
mcalister2019a_y-JG-3,JG-3,21.083624332,,,
mcalister2019a_y-JGb-1,JGb-1,5.9197967337,,,
mcalister2019a_y-JH-1,JH-1,12.1627559118,,,
mcalister2019a_y-JR-1,JR-1,46.9690157361,,,
mcalister2019a_y-JR-2,JR-2,52.5078711813,,,
mcalister2019a_y-JR-3,JR-3,160.8613375528,,,
mcalister2019a_y-JSl-2,JSl-2,29.6490758989,,,
mcalister2019a_y-JSy-1,JSy-1,5.2131295985,,,
mcalister2019a_y-MQ-004,MQ-004,37.8296745268,,,
mcalister2019a_y-MQ-007,MQ-007,37.611439197,,,
mcalister2019a_y-NIST-278,NIST-278,39.360202085,,,
mcalister2019a_y-QLO-1a,QLO-1a,23.7660584008,,,
mcalister2019a_y-SARM-2,SARM-2,13.0442769507,,,
mcalister2019a_zr-SARM-4,SARM-4,23.5191715254,,,
mcalister2019a_zr-9.5,9.5,1069.2235516737,,,
mcalister2019a_zr-17.59,17.59,2059.7617503126,,,
mcalister2019a_zr-29.16,29.16,169.50441455,,,
mcalister2019a_zr-32.1,32.1,137.2748296364,,,
mcalister2019a_zr-AC-08,AC-08,126.8725702481,,,
mcalister2019a_zr-AGV-2,AGV-2,231.515140964,,,
mcalister2019a_zr-ANU-2000,ANU-2000,343.8202840783,,,
mcalister2019a_zr-JA-1,JA-1,85.3259957996,,,
mcalister2019a_zr-JA-2,JA-2,115.8030323446,,,
mcalister2019a_zr-JF-2,JF-2,9.1335771438,,,
mcalister2019a_zr-JG-1a,JG-1a,115.5010200632,,,
mcalister2019a_zr-JG-2,JG-2,95.9110304415,,,
mcalister2019a_zr-JG-3,JG-3,142.6288025199,,,
mcalister2019a_zr-JGb-1,JGb-1,8.9638332634,,,
mcalister2019a_zr-JH-1,JH-1,43.9470052922,,,
mcalister2019a_zr-JR-1,JR-1,98.9331803699,,,
mcalister2019a_zr-JR-2,JR-2,93.2504525685,,,
mcalister2019a_zr-JR-3,JR-3,1488.5820182307,,,
mcalister2019a_zr-JSl-2,JSl-2,194.9025283737,,,
mcalister2019a_zr-JSy-1,JSy-1,62.939328979,,,
mcalister2019a_zr-MQ-004,MQ-004,694.0427534223,,,
mcalister2019a_zr-MQ-007,MQ-007,677.0105257642,,,
mcalister2019a_zr-NIST-278,NIST-278,300.839235922,,,
mcalister2019a_zr-QLO-1a,QLO-1a,189.0843794507,,,
mcalister2019a_zr-SARM-2,SARM-2,19.3554376715,,,
mcalister2019a_nb-SARM-4,SARM-4,4.4932049076,,,
mcalister2019a_nb-9.5,9.5,83.73673448,,,
mcalister2019a_nb-17.59,17.59,290.9364272184,,,
mcalister2019a_nb-29.16,29.16,12.2139969894,,,
mcalister2019a_nb-32.1,32.1,6.2695810922,,,
mcalister2019a_nb-AC-08,AC-08,7.0801058352,,,
mcalister2019a_nb-AGV-2,AGV-2,16.1067062541,,,
mcalister2019a_nb-ANU-2000,ANU-2000,41.13453116,,,
mcalister2019a_nb-JA-1,JA-1,1.1739070751,,,
mcalister2019a_nb-JA-2,JA-2,8.6180299488,,,
mcalister2019a_nb-JF-2,JF-2,3.0014340528,,,
mcalister2019a_nb-JG-1a,JG-1a,9.5239398953,,,
mcalister2019a_nb-JG-2,JG-2,12.7175466507,,,
mcalister2019a_nb-JG-3,JG-3,7.1211456816,,,
mcalister2019a_nb-JGb-1,JGb-1,3.2643334071,,,
mcalister2019a_nb-JH-1,JH-1,1.6478388676,,,
mcalister2019a_nb-JR-1,JR-1,15.3852280821,,,
mcalister2019a_nb-JR-2,JR-2,17.083746438,,,
mcalister2019a_nb-JR-3,JR-3,510.2210973605,,,
mcalister2019a_nb-JSl-2,JSl-2,10.9233206009,,,
mcalister2019a_nb-JSy-1,JSy-1,0.1017931677,,,
mcalister2019a_nb-MQ-004,MQ-004,201.7911303841,,,
mcalister2019a_nb-MQ-007,MQ-007,183.1630194776,,,
mcalister2019a_nb-NIST-278,NIST-278,16.2597970869,,,
mcalister2019a_nb-QLO-1a,QLO-1a,12.4047013135,,,
mcalister2019a_nb-SARM-2,SARM-2,4.7563780826,,,
pengilley2019a_sio2-NIST-688 ,NIST-688 ,42.175,1.091,%,14
pengilley2019a_tio2-NIST-688 ,NIST-688 ,1.164,0.039,%,14
pengilley2019a_al2o3-NIST-688 ,NIST-688 ,14.993,0.216,%,14
pengilley2019a_fe2o3-NIST-688 ,NIST-688 ,11.32,0.22,%,14
pengilley2019a_cao-NIST-688 ,NIST-688 ,11.445,0.314,%,14
pengilley2019a_mgo-NIST-688 ,NIST-688 ,5.506,0.535,%,14
pengilley2019a_mno-NIST-688 ,NIST-688 ,0.161,0.005,%,14
pengilley2019a_k2o-NIST-688 ,NIST-688 ,0.271,0.011,%,14
pengilley2019a_v-NIST-688 ,NIST-688 ,111.429,17.965,ppm,14
pengilley2019a_ni-NIST-688 ,NIST-688 ,113.5,6.236,ppm,14
pengilley2019a_cu-NIST-688 ,NIST-688 ,73.714,4.268,ppm,14
pengilley2019a_zn-NIST-688 ,NIST-688 ,82.429,5.774,ppm,14
pengilley2019a_rb-NIST-688 ,NIST-688 ,2.214,0.579,ppm,14
pengilley2019a_sr-NIST-688 ,NIST-688 ,139.214,3.017,ppm,14
pengilley2019a_y-NIST-688 ,NIST-688 ,23.071,2.2,ppm,14
pengilley2019a_zr-NIST-688 ,NIST-688 ,47.429,1.785,ppm,14
pengilley2019a_nb-NIST-688 ,NIST-688 ,8.214,1.626,ppm,14
allen1997a_v-BCR-1,BCR-1,402.5,,,2
allen1997a_v-BHVO-1,BHVO-1,311.5,,,2
allen1997a_cr-BCR-1,BCR-1,15.5,,,2
allen1997a_cr-BHVO-1,BHVO-1,291,,,2
allen1997a_ni-BCR-1,BCR-1,11,,,2
allen1997a_ni-BHVO-1,BHVO-1,121.5,,,2
allen1997a_cu-BCR-1,BCR-1,20.5,,,2
allen1997a_cu-BHVO-1,BHVO-1,135.5,,,2
allen1997a_zn-BCR-1,BCR-1,128,,,2
allen1997a_zn-BHVO-1,BHVO-1,103.5,,,2
allen1997a_rb-BCR-1,BCR-1,47.5,,,2
allen1997a_rb-BHVO-1,BHVO-1,9,,,2
allen1997a_sr-BCR-1,BCR-1,329.5,,,2
allen1997a_sr-BHVO-1,BHVO-1,388,,,2
allen1997a_y-BCR-1,BCR-1,38,,,2
allen1997a_y-BHVO-1,BHVO-1,27.5,,,2
allen1997a_zr-BCR-1,BCR-1,195,,,2
allen1997a_zr-BHVO-1,BHVO-1,176,,,2
allen1997a_nb-BCR-1,BCR-1,12.4,,,2
allen1997a_nb-BHVO-1,BHVO-1,18.7,,,2
allen1997a_pb-BCR-1,BCR-1,14.5,,,2
allen1997a_pb-BHVO-1,BHVO-1,3,,,2
allen1997a_th-BCR-1,BCR-1,6,,,2
allen1997a_th-BHVO-1,BHVO-1,1.5,,,2
allen1997a_u-BCR-1,BCR-1,3,,,2
allen1997a_u-BHVO-1,BHVO-1,1,,,2
mulrooney2016a_mn-NIST-278,NIST-278,336,22,%,30
mulrooney2016a_fe-NIST-278,NIST-278,13618,2,%,30
mulrooney2016a_zn-NIST-278,NIST-278,36,21,%,30
mulrooney2016a_rb-NIST-278,NIST-278,119,3,%,30
mulrooney2016a_sr-NIST-278,NIST-278,58,5,%,30
mulrooney2016a_y-NIST-278,NIST-278,38,6,%,30
mulrooney2016a_zr-NIST-278,NIST-278,257,2,%,30
mulrooney2016a_nb-NIST-278,NIST-278,16,7,%,30
mulrooney2016a_th-NIST-278,NIST-278,11,15,%,30
mulrooney2016b_mn-NIST-278,NIST-278,427,2,%,10
mulrooney2016b_fe-NIST-278,NIST-278,14745,1,%,10
mulrooney2016b_zn-NIST-278,NIST-278,48,5,%,10
mulrooney2016b_rb-NIST-278,NIST-278,131,1,%,10
mulrooney2016b_sr-NIST-278,NIST-278,67,2,%,10
mulrooney2016b_y-NIST-278,NIST-278,42,6,%,10
mulrooney2016b_zr-NIST-278,NIST-278,286,1,%,10
mulrooney2016b_nb-NIST-278,NIST-278,19,13,%,10
mulrooney2016b_th-NIST-278,NIST-278,16,27,%,10
rosssheppard2013a_k-NIST-278,NIST-278,34036.5,84.1,ppm,10
rosssheppard2013a_ca-NIST-278,NIST-278,6973.7,105.6,ppm,10
rosssheppard2013a_ti-NIST-278,NIST-278,1386.6,38.6,ppm,10
rosssheppard2013a_mn-NIST-278,NIST-278,405.4,2.9,ppm,10
rosssheppard2013a_fe-NIST-278,NIST-278,14307.5,40.2,ppm,10
rosssheppard2013a_zn-NIST-278,NIST-278,50.6,1.1,ppm,10
rosssheppard2013a_rb-NIST-278,NIST-278,126.4,0.7,ppm,10
rosssheppard2013a_sr-NIST-278,NIST-278,63.6,1.8,ppm,10
rosssheppard2013a_y-NIST-278,NIST-278,40.9,0.5,ppm,10
rosssheppard2013a_zr-NIST-278,NIST-278,275,2.6,ppm,10
rosssheppard2013a_nb-NIST-278,NIST-278,16.8,0.6,ppm,10
rosssheppard2013a_pb-NIST-278,NIST-278,17.4,1,ppm,10
shaw2021a_mn-NIST-278,NIST-278,378.4,7.3,ppm,29
shaw2021a_mn-RGM-2,RGM-2,306.1,8.3,ppm,54
shaw2021a_fe-NIST-278,NIST-278,12114.8,125.5,ppm,29
shaw2021a_fe-RGM-2,RGM-2,12462.2,122.4,ppm,54
shaw2021a_zn-NIST-278,NIST-278,48.9,1.4,ppm,29
shaw2021a_zn-RGM-2,RGM-2,36.6,1.1,ppm,54
shaw2021a_rb-NIST-278,NIST-278,114.4,0.7,ppm,29
shaw2021a_rb-RGM-2,RGM-2,153.5,0.9,ppm,54
shaw2021a_sr-NIST-278,NIST-278,57.6,0.4,ppm,29
shaw2021a_sr-RGM-2,RGM-2,111,0.6,ppm,54
shaw2021a_y-NIST-278,NIST-278,42.2,0.6,ppm,29
shaw2021a_y-RGM-2,RGM-2,29.4,0.6,ppm,54
shaw2021a_zr-NIST-278,NIST-278,272.6,1.4,ppm,29
shaw2021a_zr-RGM-2,RGM-2,240.8,0.7,ppm,54
shaw2021a_nb-NIST-278,NIST-278,15.4,0.3,ppm,29
shaw2021a_nb-RGM-2,RGM-2,11.9,0.4,ppm,54
nagaoka2022a_k-NIST SRM 278,NIST SRM 278,33337.3,1069.9,ppm,15
nagaoka2022a_ca-NIST SRM 278,NIST SRM 278,6623,558.8,ppm,15
nagaoka2022a_ti-NIST SRM 278,NIST SRM 278,1332.2,98.3,ppm,15
nagaoka2022a_mn-NIST SRM 278,NIST SRM 278,405.5,5.1,ppm,15
nagaoka2022a_fe-NIST SRM 278,NIST SRM 278,14119.5,316.2,ppm,15
nagaoka2022a_zn-NIST SRM 278,NIST SRM 278,50.6,1.3,ppm,15
nagaoka2022a_rb-NIST SRM 278,NIST SRM 278,125.3,2.2,ppm,15
nagaoka2022a_sr-NIST SRM 278,NIST SRM 278,62.3,1.9,ppm,15
nagaoka2022a_y-NIST SRM 278,NIST SRM 278,40.9,0.7,ppm,15
nagaoka2022a_zr-NIST SRM 278,NIST SRM 278,272.3,4.9,ppm,15
nagaoka2022a_nb-NIST SRM 278,NIST SRM 278,16.5,0.7,ppm,15
nagaoka2022a_pb-NIST SRM 278,NIST SRM 278,17.4,0.7,ppm,15
hermann2023a_sio2-ME,ME,49.1,,%,
hermann2023a_sio2-WS-E,WS-E,51.3,,%,
hermann2023a_tio2-ME,ME,1.72,,%,
hermann2023a_tio2-WS-E,WS-E,2.41,,%,
hermann2023a_al2o3-ME,ME,15.4,,%,
hermann2023a_al2o3-WS-E,WS-E,13.3,,%,
hermann2023a_fe2o3-ME,ME,9.6,,%,
hermann2023a_fe2o3-WS-E,WS-E,13,,%,
hermann2023a_cao-ME,ME,0.172,,%,
hermann2023a_cao-WS-E,WS-E,0.172,,%,
hermann2023a_mgo-ME,ME,7.32,,%,
hermann2023a_mgo-WS-E,WS-E,5.35,,%,
hermann2023a_mno-ME,ME,10.7,,%,
hermann2023a_mno-WS-E,WS-E,8.67,,%,
hermann2023a_k2o-ME,ME,3.13,,%,
hermann2023a_k2o-WS-E,WS-E,2.45,,%,
hermann2023a_na2o-ME,ME,0.38,,%,
hermann2023a_na2o-WS-E,WS-E,0.97,,%,
hermann2023a_p2o5-ME,ME,0.246,,%,
hermann2023a_p2o5-WS-E,WS-E,0.299,,%,
hermann2023b_sc-BR-24,BR-24,26.2,,ppm,
hermann2023b_ti-BR-24,BR-24,3.09,,ppm,
hermann2023b_v-BR-24,BR-24,280,,ppm,
hermann2023b_co-BR-24,BR-24,54.2,,ppm,
hermann2023b_cu-BR-24,BR-24,42.8,,ppm,
hermann2023b_zn-BR-24,BR-24,106,,ppm,
hermann2023b_as-BR-24,BR-24,1.2,,ppm,
hermann2023b_rb-BR-24,BR-24,80.7,,ppm,
hermann2023b_sr-BR-24,BR-24,606,,ppm,
hermann2023b_y-BR-24,BR-24,28.5,,ppm,
hermann2023b_zr-BR-24,BR-24,292,,ppm,
hermann2023b_nb-BR-24,BR-24,39,,ppm,
hermann2023b_cd-BR-24,BR-24,0.437,,ppm,
hermann2023b_cs-BR-24,BR-24,0.639,,ppm,
hermann2023b_ba-BR-24,BR-24,391,,ppm,
hermann2023b_la-BR-24,BR-24,34.2,,ppm,
hermann2023b_ce-BR-24,BR-24,74.2,,ppm,
hermann2023b_pr-BR-24,BR-24,9.63,,ppm,
hermann2023b_nd-BR-24,BR-24,39.7,,ppm,
hermann2023b_sm-BR-24,BR-24,8.27,,ppm,
hermann2023b_eu-BR-24,BR-24,2.59,,ppm,
hermann2023b_gd-BR-24,BR-24,7.75,,ppm,
hermann2023b_tb-BR-24,BR-24,1.12,,ppm,
hermann2023b_dy-BR-24,BR-24,5.93,,ppm,
hermann2023b_ho-BR-24,BR-24,1.05,,ppm,
hermann2023b_er-BR-24,BR-24,2.67,,ppm,
hermann2023b_tm-BR-24,BR-24,0.35,,ppm,
hermann2023b_yb-BR-24,BR-24,2.19,,ppm,
hermann2023b_lu-BR-24,BR-24,0.302,,ppm,
hermann2023b_hf-BR-24,BR-24,7.09,,ppm,
hermann2023b_ta-BR-24,BR-24,2.54,,ppm,
hermann2023b_pb-BR-24,BR-24,3.87,,ppm,
hermann2023b_th-BR-24,BR-24,4.73,,ppm,
hermann2023b_u-BR-24,BR-24,1.26,,ppm,
hermann2023c_nd143nd144-BR-24,BR-24,0.512804,0.000003,2sigma,50
hermann2023c_sr87sr86-BR-24,BR-24,0.705073,0.000008,2sigma,50
hermann2023c_pb206pb204-BR-24,BR-24,19.092,0.001,2sigma,80
hermann2023c_pb207pb204-BR-24,BR-24,15.615,0.001,2sigma,80
hermann2023c_pb208pb204-BR-24,BR-24,38.843,0.002,2sigma,80
burley2011a_k-NIST-2709,NIST-2709,26418,2266,ppm,14
burley2011a_ti-NIST-2709,NIST-2709,4559,412,ppm,14
burley2011a_mn-NIST-2709,NIST-2709,566,94,ppm,14
burley2011a_fe-NIST-2709,NIST-2709,38927,3402,ppm,14
burley2011a_zn-NIST-2709,NIST-2709,82,2,ppm,14
burley2011a_rb-NIST-2709,NIST-2709,95,2,ppm,14
burley2011a_sr-NIST-2709,NIST-2709,240,3,ppm,14
burley2011a_zr-NIST-2709,NIST-2709,130,3,ppm,14
burley2011a_pb-NIST-2709,NIST-2709,20,2,ppm,14
constantine2015a_mn-ANU9000,ANU9000,482,36,ppm,20
constantine2015a_fe-ANU9000,ANU9000,8652,359,ppm,20
constantine2015a_rb-ANU9000,ANU9000,55,3,ppm,20
constantine2015a_sr-ANU9000,ANU9000,238,7,ppm,20
constantine2015a_y-ANU9000,ANU9000,21,1,ppm,20
constantine2015a_zr-ANU9000,ANU9000,138,3,ppm,20
constantine2015a_nb-ANU9000,ANU9000,2,1,ppm,20
mccoy2015a_sio2-BHVO-2,BHVO-2,49.73,0.6,%,
mccoy2015a_tio2-BHVO-2,BHVO-2,2.78,0.04,%,
mccoy2015a_al2o3-BHVO-2,BHVO-2,13.02,0.2,%,
mccoy2015a_fe2o3-BHVO-2,BHVO-2,12.32,0.2,%,
mccoy2015a_cao-BHVO-2,BHVO-2,11.36,0.2,%,
mccoy2015a_mgo-BHVO-2,BHVO-2,7.42,0.12,%,
mccoy2015a_mno-BHVO-2,BHVO-2,0.174,0.005,%,
mccoy2015a_k2o-BHVO-2,BHVO-2,0.55,0.01,%,
mccoy2015a_na2o-BHVO-2,BHVO-2,2.21,0.08,%,
mccoy2015a_p2o5-BHVO-2,BHVO-2,0.263,0.02,%,
mccoy2015b_li-BHVO-2,BHVO-2,4.76,0.2,ppm,
mccoy2015b_be-BHVO-2,BHVO-2,1.51,0.1,ppm,
mccoy2015b_p-BHVO-2,BHVO-2,1351,,ppm,
mccoy2015b_ca-BHVO-2,BHVO-2,81279,,ppm,
mccoy2015b_sc-BHVO-2,BHVO-2,31.8,1,ppm,
mccoy2015b_ti-BHVO-2,BHVO-2,16226,2000,ppm,
mccoy2015b_v-BHVO-2,BHVO-2,310,11,ppm,
mccoy2015b_cr-BHVO-2,BHVO-2,298,19,ppm,
mccoy2015b_co-BHVO-2,BHVO-2,44.9,3,ppm,
mccoy2015b_ni-BHVO-2,BHVO-2,117,7,ppm,
mccoy2015b_cu-BHVO-2,BHVO-2,128,7,ppm,
mccoy2015b_zn-BHVO-2,BHVO-2,105,6,ppm,
mccoy2015b_ga-BHVO-2,BHVO-2,21.1,2,ppm,
mccoy2015b_rb-BHVO-2,BHVO-2,9.16,0.04,ppm,
mccoy2015b_sr-BHVO-2,BHVO-2,397,1,ppm,
mccoy2015b_y-BHVO-2,BHVO-2,24.4,2,ppm,
mccoy2015b_zr-BHVO-2,BHVO-2,170,11,ppm,
mccoy2015b_nb-BHVO-2,BHVO-2,18.2,1,ppm,
mccoy2015b_mo-BHVO-2,BHVO-2,4.36,0.2,ppm,
mccoy2015b_cd-BHVO-2,BHVO-2,0.091,0.006,ppm,
mccoy2015b_sn-BHVO-2,BHVO-2,1.05,0.2,ppm,
mccoy2015b_cs-BHVO-2,BHVO-2,0.106,0.01,ppm,
mccoy2015b_ba-BHVO-2,BHVO-2,130,1,ppm,
mccoy2015b_la-BHVO-2,BHVO-2,15.2,0.1,ppm,
mccoy2015b_ce-BHVO-2,BHVO-2,37.8,0.2,ppm,
mccoy2015b_pr-BHVO-2,BHVO-2,5.37,0.17,ppm,
mccoy2015b_nd-BHVO-2,BHVO-2,24.4,0.1,ppm,
mccoy2015b_sm-BHVO-2,BHVO-2,6.04,0.01,ppm,
mccoy2015b_eu-BHVO-2,BHVO-2,2.04,0.02,ppm,
mccoy2015b_gd-BHVO-2,BHVO-2,6.27,0.03,ppm,
mccoy2015b_tb-BHVO-2,BHVO-2,0.94,0.03,ppm,
mccoy2015b_dy-BHVO-2,BHVO-2,5.27,0.02,ppm,
mccoy2015b_ho-BHVO-2,BHVO-2,1.002,0.04,ppm,
