ID,Entry_Type,address,author,booktitle,collaborator,copyright,doi,edition,editor,eprint,eprinttype,googlebooks,ids,institution,isbn,issn,journal,jstor,keywords,langid,month,note,number,pages,pmcid,publisher,school,series,shorttitle,title,type,urldate,volume,year
allen1990,article,,"Allen, M. S. and Steadman, D. W.",,,,10.1002/j.1834-4453.1990.tb00227.x,,,,,,,,,1834-4453,Archaeology in Oceania,,,english,,,1,24--37,,,,,"Excavations at the {{Ureia}} Site, {{Aitutaki}}, {{Cook Islands}}","Excavations at the {{Ureia}} Site, {{Aitutaki}}, {{Cook Islands}}: {{Preliminary}} Results",,2021-04-01,25,1990
allen1990a,article,,"Allen, Melinda S. and Schubel, Susan E.",,,,,,,20706344,jstor,,,,,0032-4000,Journal of the Polynesian Society,20706344,,,,,3,265--295,,Polynesian Society,,,,"Recent Archaeological Research on {{Aitutaki}}, {{Southern Cooks}} : {{The Moturakau}} Shelter",,2021-04-01,99,1990
allen1992,phdthesis,,"Allen, Melinda S.",,,,,,,,,,,,,,,,,,,,,,,,University of Washington,,,"Dynamic Landscapes and Human Subsistence: {{Archaeological}} Investigations on Aitutaki Island, Southern Cook Islands",,,,1992
allen1994,article,,"Allen, Melinda S.",,,,10.1017/S0033822200014338,,,,,,,,,"0033-8222, 1945-5755",Radiocarbon,,,english,,,1,59--71,,Cambridge University Press,,,,"The {{Chronology}} of {{Coastal Morphogenesis}} and {{Human Settlement}} on {{Aitutaki}}, {{Southern Cook Islands}}, {{Polynesia}}",,2021-04-01,36,1994
allen1997,incollection,,"Allen, Melinda and Johnson, Kevin",Prehistoric {{Long-Distance Interaction}} in {{Oceania}}: {{An Interdisciplinary Approach}},,,,,"Weisler, Marshall I.",,,,,,,,,,"Commerce,Oceania,Prehistoric,Social Science / Anthropology / General",english,,,,111--133,,New Zealand Archaeological Association,,,,Tracking {{Ancient Patterns}} of {{Interaction}}: {{Recent Geochemical Studies}} in the {{Southern Cook Islands}},,,,1997
allen2007,article,,"Allen, Melinda S. and Wallace, Rod",,,,10.1017/S0033822200043095,,,,,,,,,"0033-8222, 1945-5755",Radiocarbon,,,english,,,3,1163--1179,,,,,New Evidence from the East Polynesian Gateway,"New Evidence from the East Polynesian Gateway: {{Substantive}} and Methodological Results from Aitutaki, Southern Cook Islands",,2019-10-17,49,2007
allen2013,article,,"Allen, Melinda S. and McAlister, Andrew",,,,,,,,,,allen2013a,,,,Journal of Pacific Archaeology 4: 90,,"chronology,landscape change,Polynesia,settlement,stone tool geochemistry",,,,1,90--109,,,,,Early Marquesan Settlement and Patterns of Interaction,"Early Marquesan Settlement and Patterns of Interaction: {{New}} Insights from Hatiheu Valley, Nuku Hiva Island",,,4,2013
ambrose1981,incollection,Oxford,"Ambrose, Wallace R. and Bird, Roger and Duerden, P",Archaeological {{Studies}} of {{Pacific Stone Resources}},,,,,,,,,,,,,,,,english,,,104,1--19,,BAR Publishing,,{{BAR International Series}},,The Impermanence of Obsidian Sources in {{Melanesia}},,,,1981
ambrose2009,article,,"Ambrose, Wal and Allen, Charlotte and O'Connor, Sue and Spriggs, Matthew and Oliveira, Nuno Vasco and Reepmeyer, Christian",,,,10.1016/j.jas.2008.09.022,,,,,,,,,03054403,Journal of Archaeological Science,,"Chemical analysis,Obsidian artifacts,Timor natural glasses",english,March,Ambrose-2009-JAS,3,607--615,,,,,Possible Obsidian Sources for Artifacts from Timor,Possible Obsidian Sources for Artifacts from Timor: {{Narrowing}} the Options Using Chemical Data,,2020-09-12,36,2009
anderson1981,article,,"Anderson, A. J.",,,,10.1080/03036758.1981.10421837,,,,,,,,,0303-6758,Journal of the Royal Society of New Zealand,,,,September,,3,201--221,,,,,,"A Fourteenth-Century Fishing Camp at Purakanui Inlet, Otago",,2019-09-21,11,1981
anderson1996,book,"Canberra, Australia","Anderson, Atholl and Smith, Ian W. G. and Allingham, Brian",,,,,,,,,,,,,,,,"Dunedin,Otago Peninsula",english,,,27,,,Australian National University,,Research {{Papers}} in {{Archaeology}} and {{Natural History}},Shag River Mouth,Shag River Mouth : {{The}} Archaeology of an Early Southern Maori Village,,2019-09-23,,1996
anderson1999,article,,"Anderson, A. and Conte, E. and Clark, G. and Sinoto, Y. and Petchey, F.",,,,,,,,,,,,,ISSN 0110-540X,New Zealand journal of archaeology,,,english,,,,47--66,,,,,"Renewed Excavations at Motu Paeao, Maupiti Island, French Polynesia","Renewed Excavations at Motu Paeao, Maupiti Island, French Polynesia: {{Preliminary}} Results",,2018-01-06,21,1999
ayres1987,article,,"Ayres, William S. and Mauricio, Rufino",,,,,,,,,,,,,,Archaeology in Oceania,,,,,,1,27--31,,,,,,"Stone Adzes from Pohnpeian, Micronesia",,,22,1987
ayres1997,incollection,,"Ayres, William S. and Goles, Gordon G. and Beardsley, Felicia R.",Prehistoric {{Long-Distance Interaction}} in {{Oceania}}: {{An Interdisciplinary Approach}},,,,,"Weisler, Marshall I.",,,,,,,,,,"Commerce,Oceania,Prehistoric,Social Science / Anthropology / General",english,,,,53--67,,New Zealand Archaeological Association,,,,Provenance Study of Lithic Materials in Micronesia,,,,1997
ayres2001,incollection,,"Ayres, William S. and Wozniak, Joan A. and Robbins, Gwen and Suafo'a, Epi",Pacific 2000: {{Proceedings}} of the {{Fifth International Conference}} on {{Easter Island}} and the {{Pacific}},,,,,"Stevenson, Christopher M. and Lee, Georgia and Morin, F.J.",,,,,,,,,,,,,,,227--235,,,,,,"Archaeology in American Samoa: {{Maloata}}, Malaeimi and Malaeloa",,,,2001
barber2002,article,,"Barber, Ian G.",,,,,,,,,,,,,,Archaeology in New Zealand,,,newzealand,,,2,153--170,,,,,,"Archaeological Assessment of an Eroding Site Complex No {{I44-21}} at Purakaunui Inlet, Otago",,2019-09-21,45,2002
barrera1971,book,Honolulu,"Barrera, William M.",,,,,,,,,,,,,,,,,,,,,,,"Department of Anthropology, BPBM",,Pacific {{Anthropological Records}} 15,,Anaehoomalu: A Hawaiian Oasis,,,,1971
barrera1974,techreport,Honolulu,"Barrera, William M. and Kelly, Marion A.",,,,,,,,,,,"Department of Anthropology, BPBM",,,,,,,,,74-1,,,,,,,"Archaeological and Historical Surveys Af the Waimea to Kawaihae Road Corridor, Island of Hawaii",,,,1974
bedford2006,book,,"Bedford, Stuart",,,,10.22459/PVP.02.2007,,,,,,,,978-1-921313-03-5,,,,,english,,,,,,ANU Press,,,,Pieces of the {{Vanuatu Puzzle}},,2020-07-15,,2006
bedford2009,article,,"Bedford, Stuart",,,\copyright{} Tous droits r\'eserv\'es,10.4000/jso.5800,,,,,,,,,0300-953x,Journal de la Soci\'et\'e des Oc\'eanistes,,,french,June,,128,25--38,,,,,{Les traditions poti\`eres erueti et mangaasi du vanuatu central},{Les traditions poti\`eres Erueti et Mangaasi du Vanuatu central : r\'e\'evaluation et comparaison quarante ans apr\`es leur identification initiale},,2018-01-10,,2009
bedford2009a,incollection,"Auckland, New Zealand","Bedford, Stuart and Spriggs, Matthew and Buckley, Hallie and Valentin, Fr{\'e}d{\'e}rique and Regenvanu, Ralph",Lapita: {{Ancestors}} and {{Descendants}},,,,,"Sheppard, Peter J. and Thomas, Tim and Summerhayes, Glenn R.",,,,,,,,,,,,,,28,215--234,,New Zealand Archaeological Association,,New {{Zealand Archaeological Association Monograph}},,"The {{Teouma Lapita}} Site, South {{Efate}}, {{Vanuatu}}: A Summary of Three Field Seasons (2004-2006)",,,,2009
bedford2026,article,,"Bedford, Stuart and Phillip, Iarawai and Sarvanu, Lucas and Willie, Edson and Hawkins, Stuart and Henderson, Robert and Valentin, Fr{\'e}d{\'e}rique and Seoule, Siri and Nutman, Emily and Parton, Phillip",,,"\copyright{} 2026 The Author(s). Archaeology in Oceania published by John Wiley \& Sons Australia, Ltd on behalf of University of Sydney.",10.1002/arco.70023,,,,,,,,,1834-4453,Archaeology in Oceania,,"adaptation,colonisation,Erueti,extinctions de la faune,faunal extinctions,Lapita,Mangaasi,Mangaasi pottery,poteries Lapita,Vanuatu",english,,,1,221--236,,,,,Tracking the {{Dynamics}} of Human {{Colonisation}} and {{Adaptation}} in {{Central Vanuatu}},"Tracking the {{Dynamics}} of Human {{Colonisation}} and {{Adaptation}} in {{Central Vanuatu}}: {{Preliminary Results From Excavation}} and {{Survey}} at {{Pangpang}}, {{East Efate}}",,2026-05-10,61,2026
bellwood1978,book,Honolulu,"Bellwood, Peter",,,,,,,,,,,,,,,,,,,,27,,,B.P. Bishop Museum,,Pacific {{Anthropological Records}},,Archaeological Research in the Cook Islands,,,,1978
bellwood1989,article,,"Bellwood, Peter",,,,,,,,,,,,,,Bulletin of the Indo-Pacific Prehistory Association,,,,,,,122--162,,,,,,"Archaeological Investigations at Bukit Tengkorak and Segarong, Southeastern Sabah",,,9,1989
bellwood1989a,article,,"Bellwood, Peter and Koon, Peter",,,,10.1017/S0003598X00076572,,,,,,,,,"0003-598X, 1745-1744",Antiquity,,,english,September,,240,613--622,,,,,,`{{Lapita}} Colonists Leave Boats Unburned!' The Question of Lapita Links with Island Southeast Asia,,2021-01-11,63,1989
best1984,phdthesis,,"Best, Simon Barrington",,,,,,,,,,,,,,,,,,,,,,,,University of Auckland,,,Lakeba: {{The}} Prehistory of a Fijian Island,,,,1984
best1988,article,,"Best, Simon",,,,10.7152/bippa.v8i0.11272,,,,,,,,,1835-1794,Bulletin of the Indo-Pacific Prehistory Association,,,american,January,,0,104--118,,,,,Tokelau Archaeology,Tokelau Archaeology: A Preliminary Report of an Initial Survey and Excavations,,2018-02-19,8,1988
best1989,book,Ann Arbor,"Best, Simon Barrington",,,,,,,,,,,,,,,,,,,,,,,University of Michigan Press,,,Lakeba,Lakeba: {{The}} Prehistory of a {{Fijian}} Island,,,,1989
best1992,article,,"Best, Simon and Sheppard, Peter and Green, Roger and Parker, Robin",,,,,,,20706428,jstor,,,,,0032-4000,Journal of the Polynesian Society,20706428,,,,,1,45--85,,,,,,Necromancing the {{Stone}} : {{Archaeologists}} and {{Adzes}} in {{Samoa}},,2018-01-05,101,1992
best1993,article,,"Best, Simon",,,,,,,20706537,jstor,,,,,0032-4000,Journal of the Polynesian Society,20706537,,,,,4,385--447,,,,,,At the Halls of the Mountain Kings. {{Fijian}} and Samoan Fortifications: {{Comparison}} and Analysis,,2018-02-15,102,1993
brassey1985,mastersthesis,Auckland,"Brassey, Robert",,,,,,,,,,,,,,,,,,,,,,,,University of Auckland,,,"An Analysis of Some Lithic Artefact Assemblages from Pouerua, Northland",,,,1985
brooks2008,techreport,Dunedin,"Brooks, Emma and Walter, Richard and Jacomb, Chris",,,,,,,,,,,Southern Pacific Archaeological Research,,,,,,,,,,,,,,,,Southland Coastal Heritage Inventory Project Waiparua Head to Rowallan Burn,,,,2008
burley2004,article,,"Burley, David V. and Steadman, David W. and Anderson, Atholl",,,,,,,,,,,,,,New Zealand Journal of Archaeology,,,,,,,89--106,,,,,,The {{Volcanic Outlier}} of `{{Ata}} in {{Tongan Prehistory}}: {{Reconsideration}} of Its {{Role}} and {{Settlement Chronology}},,,25,2004
burley2011,article,,"Burley, David V. and Sheppard, Peter J. and Simonin, Maia",,,,10.1016/j.jas.2011.05.016,,,,,,,,,0305-4403,Journal of Archaeological Science,,"Ancestral Polynesian society,pXRF,Samoa,Tonga,Volcanic glass",english,October,,10,2625--2632,,,,,Tongan and {{Samoan}} Volcanic Glass,Tongan and {{Samoan}} Volcanic Glass: {{pXRF}} Analysis and Implications for Constructs of Ancestral {{Polynesian}} Society,,2021-02-17,38,2011
burley2012,article,,"Burley, David V.",,,,,,,,,,,,,1179-4712,Journal of Pacific Archaeology,,"colonization,exploration,Fiji,Lapita,Oceania",english,,,1,22--34,,,,,Exploration as a Strategic Process in the Lapita Settlement of Fiji,Exploration as a Strategic Process in the Lapita Settlement of Fiji: {{The}} Implications of Vorovoro Island,,2019-12-16,3,2012
burley2021,article,,"Burley, David V. and Weisler, Marshall and Edinborough, Kevan",,,,10.1002/arco.5228,,,,,,,,,,Archaeology in Oceania,,,english,,,,65--69,,,,,,"Additional {{U}}/{{Th}} Dates for the {{Lapita}} Settlement of {{Vava}}'u, {{Kingdom}} of {{Tonga}}",,2023-11-02,56,2021
burley2023,book,,"Burley, David",,,,10.21810/archpress.73,,,,,,,,978-1-77287-100-5,,,,"Ancestral Polynesia,Austronesian expansion,Lapita ceramics,Migration,Oceania,Polynesian origins",english,April,,,,,SFU Archaeology Press,,,The {{Birth}} of {{Polynesia}},The {{Birth}} of {{Polynesia}}: {{An Archaeological Journey Through}} the {{Kingdom}} of {{Tonga}},,2023-11-02,,2023
campbell2011,techreport,,"Campbell, Matthew",,,,,,,,,,,{Report to New Zealand Historic Places Trust and Auckland International Airport Ltd},,,,,,,,,,,,,,,,The {{NRD}} Site: {{The}} Archaeology,,,,2011
campbell2014,techreport,,"Campbell, Matthew and Hudson, Beatrice and Cruickshank, Arden",,,,,,,,,,,{Report to Heritage New Zealand Pouhere Taonga and Auckland Council},,,,,,,,,,,,,,,,"Section 18 Investigations of the Long Bay Restaurant Site, {{R10}}/1374, Long Bay Regional Park, Auckland ({{HPA}} Authority 2014/506)",,,,2014
campbell2018,techreport,,"Campbell, Matthew and Plowman, Mica and Brooks, Emma and Cruickshank, Arden and Furey, Louise and Horrocks, Mark and Turner, Marianne and Wallace, Rod and Walter, Richard",,,,,,,,,,,{Report to Heritage New Zealand Pouhere Taonga and The New Zealand Defence Force},,,,,,,,,,,,,,,,"The Torpedo Bay Excavations: {{Volume}} 1, the Pre-European Maori Site ({{HPA}} Authority 2009/275)",,,,2018
campbell2019,techreport,,"Campbell, Matthew and Hudson, Beatrice and Craig, Jacqueline and Cruickshank, Arden and Furey, Louise and Greig, Karen and McAlister, Andrew and Marshall, Bruce and Petchey, Fiona and Russell, Tristan and Trilford, Danielle and Wallace, Rod",,,,,,,,,,,{Report to New Zealand Historic Places Trust and Auckland International Airport Ltd},,,,,,english,,,,182,,,,,,"The Long Bay Restaurant Site, {{R10}}/1374: {{Volume}} 1, the Archaeology ({{HNZPTA}} Authorities 2015/19 and 2016/81)",,,,2019
carpenter2009,techreport,Whangarei,"Carpenter, Jonathan",,,,,,,,,,,Geometria Ltd,,,,,,,,,,,,,,,,Smugglers and Bream Head Track Upgrade. {{Preliminary}} Report for {{HPT}} Authority 2007/97. {{Unpublished}} Report for the Department of Conservation,,,,2009
carpenter2010,techreport,Whangarei,"Carpenter, Jonathan",,,,,,,,,,,Geometria Ltd,,,,,,,,,,,,,,,,Archaeological Monitoring of Archaeological Site {{Q06}}/567. {{Preliminary}} Report. {{Unpublished}} Report for the Whangarei District Council.,,,,2010
charleux2014,article,,"Charleux, Michel and McAlister, Andrew and Mills, Peter R. and Lundblad, Steven P.",,,,,,,,,,,,,1179-4712,Journal of Pacific Archaeology,,"basalt tools,Eiao,non-destructive analysis,Polynesia,XRF",english,February,,1,75--89,,,,,,"Non-Destructive {{XRF}} Analyses of Fine-Grained Basalts from Eiao, Marquesas Islands",,2018-01-24,5,2014
chia1998,article,,"Chia, Stephen",,,,,,,,,,,,,,Paper presented at the 16th Congress of the Indo-Pacific Prehistory Association,,,,,,,,,,,,,"The Obsidian Industry at Bukit Tengkorak, Sabah, Malaysia",,,,1998
chia2007,article,,"Chia, Stephen and Yondri, Lutfi and Simanjuntak, Truman",,,,10.24832/amt.v25i1.48-57,,,,,,,,,2549-8908,AMERTA,,"dago,karsamanik,pawon cave,scanning electron microscope,x-rai spectrometer",english,,,1,48--57,,,,,,"The Origins of the Obsidian Artifacts from Gua Pawon, Dago and Bukit Karsamanik in Bandung, Indonesia",,2020-11-27,25,2007
chia2014,article,,"Chia, Stephen and Neri, Leee Anthony M. and De La Torre, Amalia",,,,,,,24569813,jstor,,,,,0066-8435,Asian Perspectives,24569813,,,,,1,97--115,,University of Hawai'i Press,,,,"Obsidian Sourcing at Ulilang Bundok Site and Its Implications for Mobility, Exchange, and Social Contexts in the Philippine Metal Age",,2020-11-27,53,2014
clague1989,book,Washington D.C.,"Clague, David A. and Hazlett, Richard W.",,,,,,,,,,,,,,,,,,,,,,,American Geophysical Union,,,,Geologic Field Guide to the {{Hawaiian Islands}}. 28th {{International Geologic Congress}} Field Trip Guidebook {{T188}}/304,,,,1989
clark1981,techreport,Honolulu,"Clark, Jeffrey T.",,,,,,,,,,,"Department of Anthropology, BPBM",,,,,,,,,,,,,,,,"Archaeological Survey of Proposed Lalamilo Agricultural Park, s. {{Kohala}}, Hawaii",,,,1981
clark1983,techreport,Honolulu,"Clark, Jeffrey T. and Kirch, Patrick V.",,,,,,,,,,,"Department of Anthropology, BPBM",,,,,,,,,83-1,,,,,,,"Archaeological Investigations of the Mudlane-{{Waimea-Kawaihae}} Road Corridor, Island of {{Hawai}}'i",,,,1983
clark1988,techreport,Fargo,"Clark, Jeffrey T.",,,,,,,,,,,North Dakota State University,,,,,,,,,,,,,,,,"The Eastern {{Tutuila}} Archaeological Project, 1988. {{Final}} Report.",,,,1988
clark1993,article,,"Clark, Jeffrey T.",,,,10.1017/S0033822200014089,,,,,,,,,"0033-8222, 1945-5755",Radiocarbon,,,english,,,2,323--330,,,,,,Radiocarbon Dates from {{American Samoa}},,2018-02-11,35,1993
clark1993a,article,,"Clark, Jeffrey T. and Herdrich, David J.",,,,,,,20706503,jstor,,,,,0032-4000,Journal of the Polynesian Society,20706503,,,,,2,147--185,,,,,,"Prehistoric Settlement System in Eastern {{Tutuila}}, {{American Samoa}}",,2018-02-11,102,1993
clark1997,incollection,,"Clark, Jeffrey T. and Wright, E. and Herdrich, David J.",Prehistoric {{Long-Distance Interaction}} in {{Oceania}}: {{An Interdisciplinary Approach}},,,,,"Weisler, Marshall I.",,,,,,978-0-9597915-4-9,,,,,,,,,68--83,,New Zealand Archaeological Association,,,,Interactions within and beyond the Samoan Archipelago: {{Evidence}} from Basaltic Rock Geochemistry,,,21,1997
clark2001,article,,"Clark, Geoffrey",,,,,,,,,,,,,,Domodomo: Fiji Museum Quarterly,,,,,,2,29--47,,,,,,"Archaeological and Palaeoenvironmental Investigations on Yacata Island, Northern Lau, Fiji",,,13,2001
clark2009,book,,"Clark, Geoffrey and Anderson, Atholl",,,,,,,j.ctt24h7hq,jstor,,,,978-1-921666-06-3,,,j.ctt24h7hq,,,,,,,,ANU Press,,,,The Early Prehistory of Fiji,,2018-02-15,Terra Australis 31,2009
clark2014,article,,"Clark, Geoffrey and Reepmeyer, Christian and Melekiola, Nivaleti and Woodhead, Jon and Dickinson, William R. and {Martinsson-Wallin}, Helene",,,,10.1073/pnas.1406165111,,,25002481,pmid,,,,,"0027-8424, 1091-6490",Proceedings of the National Academy of Sciences,,"complex societies,geochemical sourcing,Polynesian archaeology",english,July,,29,10491--10496,,,,,,Stone Tools from the Ancient Tongan State Reveal Prehistoric Interaction Centers in the Central Pacific,,2018-01-07,111,2014
clark2014a,article,,"Clark, Geoffrey and Reepmeyer, Christian",,,,10.1017/S0003598X00115431,,,,,,,,,"0003-598X, 1745-1744",Antiquity,,"chiefdom,fourteenth century AD,Heketa,house platform,kava ceremony,Lapaha,Tonga,Tongatapu,trilithon,Tu'i Tonga",english,December,,342,1244--1260,,,,,,"Stone Architecture, Monumentality and the Rise of the Early Tongan Chiefdom",,2019-10-24,88,2014
clark2015,article,,"Clark, Geoffrey and Grono, Elle and Ussher, Ella and Reepmeyer, Christian",,,,10.1016/j.jasrep.2015.08.005,,,,,,,,,2352-409X,Journal of Archaeological Science: Reports,,"Colonization,Lapita,Marine subsistence,Pacific,Sea-level fall,Tonga",english,September,,,513--524,,,,,"Early Settlement and Subsistence on {{Tongatapu}}, {{Kingdom}} of {{Tonga}}","Early Settlement and Subsistence on {{Tongatapu}}, {{Kingdom}} of {{Tonga}}: {{Insights}} from a 2700--{{2650calBP}} Midden Deposit",,2021-02-17,3,2015
cleghorn1985,article,,"Cleghorn, Paul L. and Weisler, Marshall and Dye, Tom and Sinton, John",,,,,,,20705935,jstor,,,,,0032-4000,Journal of the Polynesian Society,20705935,,,,,3,235--251,,,,,,A Preliminary Petrographic Study of Hawaiian Stone Adze Quarries,,2018-02-21,94,1985
collerson2007,article,,"Collerson, Kenneth D. and Weisler, Marshall I.",,,,10.1126/science.1147013,,,17901331,pmid,,,,,1095-9203,Science,,"Ancient,Anthropology,Archaeology,Commerce,Hawaii,History,Humans,Minerals,Polynesia,Ships,Silicates,Trace Elements,Travel",english,September,,5846,1907--1911,,,,,,Stone Adze Compositions and the Extent of Ancient Polynesian Voyaging and Trade,,,317,2007
constantine2015,article,,"Constantine, Anne and Reepmeyer, Christian and Bedford, Stuart and Spriggs, Matthew and Ravn, Mads",,,\copyright{} 2015 Oceania Publications,10.1002/arco.5064,,,,,,,,,1834-4453,Archaeology in Oceania,,"Lapita cemetery,obsidian,Pacific archaeology,population origins and movements,social values",english,,,2,111--116,,,,,,Obsidian Distribution from a {{Lapita}} Cemetery Sheds Light on Its Value to Past Societies,,2021-05-17,50,2015
conte2014,article,,"Conte, Eric and Molle, Guillaume",,,,10.1002/arco.5037,,,,,,,,,1834-4453,Archaeology in Oceania,,"chronologie,chronology,dune excavations,Eastern Polynesia,Fouilles de complexes dunaires,Marquesas,Marquises,Polynesie orientale,stratigraphie,stratigraphy",english,October,,3,121--136,,,,,Reinvestigating a Key Site for Polynesian Prehistory,"Reinvestigating a Key Site for {{Polynesian}} Prehistory: {{New}} Results from the {{Hane}} Dune Site, {{Ua Huka}} ({{Marquesas}})",,2017-12-28,49,2014
cordy1985,techreport,Honolulu,"Cordy, R.H.",,,,,,,,,,,"{Department of Land and Natural Resources, State of Hawai`i}",,,,,,,,,,,,,,,,"Archaeological Data Recovery at {{C22-27}} in {{Kalamakapala Ahupuaa}} in the {{Kealakekua}} Bay Region (South {{Kona}}, {{Hawai}}'i)",,,,1985
cruickshank2011,mastersthesis,,"Cruickshank, Arden",,,,,,,,,,,,,,,,,,,,,,,,University of Auckland,,,"A Qualitative and Quantitative Analysis of the Obsidian Sources on Aotea (Great Barrier Island), and Their Archaeological Significance.",,2019-08-24,,2011
davidson1970,article,,"Davidson, Janet M.",,,,,,,42906142,jstor,,,,,0067-0464,Records of the Auckland Institute and Museum,42906142,,,,,,31--60,,,,,,"Excavation of an ""Undefended"" Site, {{N38}}/37, on {{Motutapu Island}}, {{New Zealand}}",,2019-02-05,7,1970
davidson1972,article,,"Davidson, Janet M.",,,,,,,42906174,jstor,,,,,0067-0464,Records of the Auckland Institute and Museum,42906174,,,,,,1--14,,,,,"Archaeological Investigations on Motutapu Island, New Zealand","Archaeological Investigations on {{Motutapu Island}}, {{New Zealand}}: {{Introduction}} to Recent Fieldwork, and Further Results",,2019-02-05,9,1972
davidson1978,article,,"Davidson, Janet",,,,,,,20705369,jstor,,,,,0032-4000,Journal of the Polynesian Society,20705369,,,,,4,327--337,,,,,,"The Prehistory of {{Motutapu Island}}, {{New Zealand}}: {{Five}} Centuries of {{Polynesian}} Occupation in a Changing Landscape",,2019-10-23,87,1978
davidson1984,book,Auckland,"Davidson, Janet",,,,,,,,,,,,,,,,,,,,,,,Longman Paul,,,,The Prehistory of {{New Zealand}},,,,1984
davidson2011,article,,"Davidson, Janet",,,,,,,,,,,,,,"Tuhinga, Records of the Museum of New Zealand Te Papa Tongarewa",,,,,,,19--100,,,,,,"Archaeological Investigations at Maungarei: A Large M\""aori Settlement on a Volcanic Cone in {{Auckland}}, {{New Zealand}}",,,22,2011
davidson2017,article,,"Davidson, Janet and Leach, Foss",,,,,,,90016660,jstor,,,,,1174-9202,Records of the Auckland Museum,90016660,,,,,,9--38,,,,,,"Archaeological Excavations at Pig Bay ({{N38}}/21, {{R10}}/22), {{Motutapu Island}}, {{Auckland}}, {{New Zealand}}, in 1958 and 1959",,2019-02-05,52,2017
delatorre1997,techreport,Manila,"De La Torre, Amalia",,,,,,,,,,,National Museum of the Philippines,,,,,,,,,,,,,,,,"Preliminary {{Report}}: {{Calatagan}}, {{Batangas Archaeological Project}} (1995-1996). {{Unpublished}} Report.",,,,1997
divito2020,article,,"DiVito, Nathaniel J. and Dye, Thomas S. and Elkington, Kawena and Gunness, JoLynn and Hellebrand, Eric and Jourdane, Elaine and Lundblad, Steven and Mello, Nicole and Mills, Peter R. and Sinton, John M.",,,,10.1016/j.jasrep.2019.102117,,,,,,,,,2352-409X,Journal of Archaeological Science: Reports,,,english,April,,,102117,,Elsevier,,,"Volcanic Glass at Kualoa, o`ahu, Hawaiian Islands","Volcanic Glass at {{Kualoa}}, {{O}}`ahu, {{Hawaiian Islands}}: {{Paired}} Technological and Geochemical Sourcing Analyses of an Expedient Tool Industry",,2020-09-24,30,2020
dixon1994,article,,"Dixon, B. and Major, M and Carpenter, A and Stine, C and Longton, B",,,,,,,,,,,,,,Bishop Museum Occasional Papers,,,,,,,1--19,,,,,,"Lithic Tool Production and Dryland Planting Adaptations to Regional Agricultural Intensification: {{Preliminary}} Evidence from Leeward Moloka`i, Hawai`i",,,39,1994
emory1970,techreport,Honolulu,"Emory, Kenneth Pike",,,,,,,,,,,"Department of Anthropology, BPBM",,,,,,,,,70-12,,,,,,,"Inventory of Archaeological and Historical Sites in the Districts of {{Kona}} and {{Ka}}'u, and in {{Anaeho}}'omalu, {{South Kohala}}, Island of {{Hawai}}'i",,,,1970
emory1975,book,,"Emory, Kenneth P.",,,,,,,,,,,,,,,,,,,,22,,,,,Pacific {{Anthropological Records}},,Material Culture of the {{Tuamotu}} Archipelago,,,,1975
fankhauser2009,incollection,,"Fankhauser, Barry and Clark, Geoffrey and Anderson, Atholl",The {{Early Prehistory}} of {{Fiji}},,,,,"Clark, Geoffrey and Anderson, Atholl",,,,,,978-1-921666-06-3,,,,,,,,,373--406,,ANU Press,,,,Characterisation and Sourcing of Archaeological Adzes and Flakes from Fiji,,2018-01-30,Terra Australis 31,2009
felgate2001,article,,"Felgate, Matthew W. and Sheppard, Peter J. and Wilmshurst, Janet M.",,,,,,,,,,,,,,Archaeology in New Zealand,,,,,,3,215--240,,,,,,Geochemical Characteristics of the Tahanga Archaeological Quarry Complex,,,44,2001
field2008,article,,"Field, Julie S. and Graves, Michael W.",,,,10.1017/S003382220003352X,,,,,,field2008a,,,"0033-8222, 1945-5755",Radiocarbon,,,english,,,2,205--222,,,,,"A {{New Chronology}} for {{Pololu Valley}}, {{Hawai}}'i {{Island}}","A {{New Chronology}} for {{Pololu Valley}}, {{Hawai}}'i {{Island}}: {{Occupational History}} and {{Agricultural Development}}",,2019-10-17,50,2008/ed
frost1978,phdthesis,Eugene,"Frost, J.",,,,,,,,,,,,,,,,,,,,,,,,University of Oregon,,,"Archaeological Investigations on {{Tutuila}}, {{American Samoa}}",,,,1978
fullagar1991,article,,"Fullagar, Richard and Summerhayes, Glenn and Ivuyo, Baiva and Specht, Jim",,,,10.1002/j.1834-4453.1991.tb00274.x,,,,,,,,,1834-4453,Archaeology in Oceania,,,english,,,3,110--114,,,,,,"Obsidian Sources at {{Mopir}}, {{West New Britain Province}}, {{Papua New Guinea}}",,2021-05-18,26,1991
furey1986,article,,"Furey, Louise",,,,,,,42906356,jstor,,,,,0067-0464,Records of the Auckland Institute and Museum,42906356,,,,,,1--24,,,,,,"The Excavation of {{Westfield}} ({{R11}}/898), {{South Auckland}}",,2019-02-05,23,1986
garland2019,article,,"Garland, Jessie and Wadsworth, Tristan",,,,,,,,,,,,,,Archaeology in New Zealand,,,newzealand,,,,27--38,,,,,,"An {{Archaeological Survey}} of {{Catlins Lake}} and {{Estuary}}, {{Southland}}",,2019-09-23,,2019
gay2004,phdthesis,Dunedin,"Gay, J. W.",,,,,,,,,,,,,,,,,,,,,,,,University of Otago,,,"Selected {{Artefact Assemblages}} from {{Purakaunui}} (144/21) {{Excavated}} during 2001, 2002 and 2003",Bathesis,,,2004
