Source ID 1,Sample ID,Method ID,Note,SiO2 %,TiO2 %,Al2O3 %,Fe2O3 %,FeO %,FeOT %,CaO %,MgO %,MnO %,K2O %,Na2O %,P2O5 %,Li ppm,Be ppm,B ppm,C ppm,CO2 ppm,F ppm,Na ppm,Mg ppm,Al ppm,P ppm,S ppm,Cl ppm,K ppm,Ca ppm,Sc ppm,Ti ppm,V ppm,Cr ppm,Mn ppm,Fe ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,Ge ppm,As ppm,Se ppm,Br ppm,Rb ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Ru ppm,Rh ppm,Pd ppm,Ag ppm,Cd ppm,In ppm,Sn ppm,Sb ppm,Te ppm,I ppm,Cs ppm,Ba ppm,La ppm,Ce ppm,Pr ppm,Nd ppm,Sm ppm,Eu ppm,Gd ppm,Tb ppm,Dy ppm,Ho ppm,Er ppm,Tm ppm,Yb ppm,Lu ppm,Hf ppm,Ta ppm,W ppm,Re ppm,Os ppm,Ir ppm,Pt ppm,Au ppm,Hg ppm,Tl ppm,Pb ppm,Bi ppm,Th ppm,U ppm,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age Ma,Age SD sigma 
simpson2018,simpson2018_A26,simpson2018_A,,65.58669684,0.7129237387468371,14.060151590331438,7.300782700792609,,,3.5758514524138167,0.7970870461452599,0.244899176,2.0464419005186603,5.126393784809878,0.3772571752249018,14.709684441704395,3.688397138017676,8.133373241,,,,,,,,,,,,29.46996741,,1.1582417136272394,2.2877474948348016,,,4.396899803985087,0.6967015540036217,8.603464003517812,223.59451837887582,,,1.6222815475122316,,,38.96247448315594,236.65215867877572,86.79733879149977,540.6165883591495,84.41609078466315,5.689185617935793,,,,0.5400099051844347,,0.5677326453539423,5.653994112865675,0.6685622457121219,,,0.817673101,270.1450320297946,57.03351692,136.30063530840485,19.27852052161487,63.887097843926156,15.438029211345626,5.310701328084175,15.76613506983573,3.070511345,15.844317102086091,3.857193547993566,8.856745644011827,1.6011174519477833,8.715253198815235,1.6120865509164986,16.969435813476565,5.421771311654701,1.4931259321858454,,,,,0.058026903,,,3.831852965545492,0.35891888233146624,6.756528183,2.7653931766691366,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A27,simpson2018_A,,62.365132793064774,0.9649093846233213,14.326223013476397,8.969205019616867,,,4.342504965064962,1.5419462356315718,0.24293764564614306,1.7254391604694368,4.592287887505106,0.774857842,14.173689829919788,2.919220130020474,7.322174757965814,,,,,,,,,,,,28.258519952481816,,12.368725176323311,2.0861042522084796,,,10.362068885387554,0.5071459430301981,13.59254577604042,229.3402898461818,,,1.1189950452166693,,,35.01103746579462,264.5785042975487,84.18808276886654,502.7593187592764,68.32891348050921,4.2828246809526975,,,,0.3832593473579506,,0.40804917897622023,4.727236779700471,0.45903619098252324,,,0.5559856749949066,249.11708330532272,53.153246295945685,130.65352799796122,18.639599818419235,63.574855406543165,15.747612771026796,5.042332909211462,16.22748184796616,3.0612530062708947,15.767392229508122,3.756478687719057,8.394872864,1.4399566559932648,7.974726844,1.4212200393563263,13.705249272209697,4.595465649703858,1.0107283991933649,,,,,0.038133968,,,3.0047911994581322,0.12851204640662447,5.7459054027744285,1.9855551187232454,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A28,simpson2018_A,,66.30418011069756,0.6350074500474682,13.69382501219803,7.317395777365896,,,3.6445515545731166,0.7533660768130923,0.25458294621691724,1.8879296178152993,4.9387339016722045,0.3947678065546274,15.033949182455519,3.357072790899882,8.259381272275306,,,,,,,,,,,,26.264695729323904,,1.174981992097258,1.788434011117466,,,3.304413609406483,0.3960228458330821,6.850743453077273,211.21754149090012,,,1.296070860383279,,,36.49780928108623,233.0724790493911,92.05015659261271,573.9469674162915,79.72501950955674,5.214055520715793,,,,0.39426178108816157,,0.37415772948309045,5.257440190195238,0.4385831226899339,,,0.608289058,266.6363514265246,57.150301096529084,137.52205895749685,19.620632366990296,65.71979829185283,16.59502839,5.331673530969632,16.91055883977425,3.2367414135673327,17.219437798556932,4.164733408009881,9.537360576387064,1.6635711361538041,9.271954183658744,1.7088528299220642,17.839076355613063,5.278974116486752,1.174717268203765,,,,,0.043829358426812806,,,3.4368589232558526,0.11135734721693827,6.695140631745512,2.487653765973063,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A29,simpson2018_A,,66.72985830076561,0.7596237800418583,13.712371899386591,6.8097491243638215,,,3.113291487063365,1.4021544942857458,0.14882818302672593,2.098533601069005,4.587146932550035,0.5194013682298592,4.582643898,2.9795438372725473,10.076168763498648,,,,,,,,,,,,21.756344194649774,,18.874749167126243,1.8392940275880245,,,8.839585756132747,0.34707070311929766,14.022885024362466,214.42773873200252,,,0.8890967973039506,,,30.831351977747808,238.2782591052118,79.82492146923744,484.0906696,70.70098772789261,3.8643500113765294,,,,0.3040791950162777,,0.3261178292679516,4.665161082669305,0.3817094233166644,,,0.5459849261721623,264.1345393418688,63.94922976017919,134.9808327964767,19.07837087935677,62.589031620233854,14.543241705312266,4.262377794383117,14.938812447901523,2.782997557504308,14.55308142232214,3.4944251169942406,7.962618538671949,1.352207132602833,7.465850542808586,1.3392569551138787,13.726758606705413,4.732272719330727,1.127325823682698,,,,,0.047082062301765454,,,3.4818713198636475,0.19155122698658664,6.531737206310341,2.4284039081045696,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A30,simpson2018_A,,61.39479103954076,0.9976018369575852,13.348993404532159,9.060315115534447,,,5.716618529213386,2.928497613949131,0.24681749405373554,1.2437426342421907,3.9864805995492447,0.9737653772862792,9.328054819809127,2.1267020903091898,4.024810602687088,,,,,,,,,,,,31.409387294855353,,129.4358739412004,1.8857508416377817,,,21.781815158955123,0.44880392988330736,15.213082518328328,196.34243649889166,,,0.6614588898791531,,,21.707976437529112,279.5453382029428,64.73691866,354.26301579655586,42.72821085344998,2.7868292399061128,,,,0.23738024739160277,,0.31294762862966163,3.4868977657960807,0.32537889289105887,,,0.28660479053684956,161.89147596979674,36.09200665765118,89.73680662105573,13.333249714239392,47.05352318409888,12.26800213151049,4.066110189008975,12.745488605397785,2.4005658975474877,12.290854839858506,2.8791038220022322,6.4967706977136315,1.0879293923843605,5.990265733453493,1.063341117304847,9.881542465450206,3.4930112203466233,0.5783937382827927,,,,,0.030010098,,,2.1328638610780937,0.10240512817913752,3.8196001618213447,1.3967540261815672,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A31,simpson2018_A,,59.97187318129015,1.0424588859459252,16.40306682784566,10.142393615293042,,,3.567281792094278,0.599590028,0.24926079818065738,2.3441786265211655,5.233794534,0.33160109909311003,9.725017372942595,3.7739228746324214,7.789721899408881,,,,,,,,,,,,35.31772939538125,,4.422352875347575,2.3923302,,,3.8938536839762046,0.9513163975965195,18.32784529173688,202.48976454716188,,,1.516621785893823,,,38.15364344751192,272.38789651007596,84.27306537678552,719.8622075729393,98.19711352820508,3.7828957267176375,,,,0.3481191754151394,,0.4842195102739272,4.589097798129668,2.9664140617765242,,,0.3152787006839392,240.85133696121727,51.7496208,69.70628849825096,16.02772887260564,52.491075175385646,12.656859572550706,4.460865062367763,12.792047100002613,2.465433284859469,11.79735321111578,2.9357564852986857,6.480439313,1.2142162618296468,5.930019367751422,1.1676765914926444,13.977148333789467,4.479517588520935,1.051068931313092,,,,,0.033497713509811004,,,3.601430234079505,0.25557859560397395,5.261955598563964,1.9255273384674565,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A32,simpson2018_A,,61.63597284975659,0.9067411396845169,14.595565078455087,10.540028113358854,,,3.346587891972285,0.8675787747857665,0.3117175088507508,2.124164282941554,5.113353317888202,0.41803901019806455,14.979231497482013,3.3039693737475484,8.399326745954307,,,,,,,,,,,,30.204832741863896,,3.348947319113061,2.4183729307004214,,,4.5214560139637365,0.7888254576524075,14.170692731559523,244.42568160090113,,,1.471302610098383,,,34.236266364513526,223.95549047504394,75.49712092031197,716.2478737452192,94.93281155370808,3.767449228355013,,,,0.3848579490242658,,0.49612971823990437,4.868303746935715,3.0856016378852678,,,0.5099849632309241,256.1551858186645,38.75760690942146,91.23147034021261,13.757797444295685,45.86207492805759,11.590532922402582,4.2588663001036515,11.765795948223094,2.2768532312593552,11.54051667358228,2.817559253025294,6.563842522003405,1.1814886819186752,6.415299852,1.2130012066693816,16.582299662478594,4.989969047,0.9859997788558734,,,,,0.039566627,,,3.9899813943306266,0.2347934767428095,6.209056387086622,2.1480855649798523,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A33,simpson2018_A,,67.93019974989318,0.5363618503229856,14.120320688864963,5.245123082112787,,,2.487720056531954,0.629837148,0.15799494500009556,3.5642607644303785,4.916648171265504,0.25614188671425225,23.226835177629802,5.220741743526383,10.12828676928511,,,,,,,,,,,,15.463702955599512,,1.5584531140704456,2.1047789231713567,,,3.9450478224486485,0.472084579,12.086254363127763,219.12015207356924,,,2.1763455057012573,,,70.33546004663499,123.93150659295247,113.49373604933805,591.9706072,105.85114043240227,6.517873284,,,,0.3041145186390683,,0.2674138479791759,7.690414709012572,2.0791777686612005,,,0.7788778008949698,304.4561736298547,72.35049213801982,168.4345049059397,22.38452926337741,71.81139968692726,16.974292695269284,3.3400985827875567,17.204824784917744,3.378867755208408,17.96496536309784,4.333314338589179,10.184330806039872,1.7326412493424617,9.766138652,1.6701773701959322,16.218219859729277,6.412436236765909,1.3682181797223727,,,,,0.043242613287197126,,,4.446438046141565,0.10188146752860051,9.228744767959343,2.9016204517218793,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A34,simpson2018_A,,56.95350263180995,1.3552553406007029,14.961085248241599,10.493153228340548,,,5.566183792068684,2.811317154984521,0.2627286808034044,1.6985770323644436,4.452110767254017,1.310240570136756,13.227414753880561,2.5506193107364825,5.4320889215552866,,,,,,,,,,,,26.123663480365995,,91.67995526367878,2.339088661631095,,,22.255422033916826,0.2836382584807066,17.33355603324668,217.46868388502023,,,1.024076975186543,,,33.53323276089955,282.36085350078804,82.27346859531178,455.82961004762865,61.70240959270125,3.899514240026535,,,,0.20466270842347511,,0.21691213101150972,3.6896028158423406,1.5472928861434494,,,0.38284571658526767,209.29795295596162,47.84335219894668,117.07057457806872,16.52678027,58.16311052206511,14.534515822687384,4.386487145641606,14.953380107590958,2.702826252028538,13.818830632811705,3.214359614961876,7.225503775955143,1.1858105728489987,6.546990039226563,1.135930854247103,11.017157121128482,3.7065074013549424,0.7634861146711927,,,,,0.025176143430012555,,,2.446928062291684,0.061949636,4.696595834582085,1.5392395692132648,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A35,simpson2018_A,,65.05639179552861,0.6381620002855775,15.121583226742805,6.578788068259637,,,3.389896331368137,0.7981171473695802,0.20424436239770105,2.5255752294266545,5.200232277225749,0.3212525685286534,17.194596468497934,3.604528685377735,7.777544004582079,,,,,,,,,,,,20.680270438970574,,1.0828770636978622,2.4077365497562306,,,4.202255190839157,0.1463535169365892,9.436726866377676,210.09003406546972,,,1.5276160342500529,,,50.17823170190005,207.64108676527928,88.20859348473148,646.2185882933674,75.66002912205113,5.408799860051155,,,,0.27124258598579665,,0.2535934704091453,5.649449543601344,1.4882275113737264,,,0.5453408424254971,293.35998168148103,56.28099482166377,130.79790277566184,17.482984773894806,57.227925689591586,14.023883845293312,3.920697101504553,14.093118828962453,2.713413413357973,14.565431294163384,3.479138240882153,8.111355099224692,1.3898637474844866,7.937825296553963,1.3857270026465016,15.89286713749497,4.598627311298756,1.0869618181660194,,,,,0.030778203015432812,,,3.722275108,0.039235532,7.113626135980273,2.2517487062283674,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A36,simpson2018_A,,55.04592042,1.401935976266023,15.290518273644585,11.74296158371547,,,6.004886513060919,2.911602085063214,0.30392058752590717,1.7013193475604853,4.29699969,1.1837914489686048,13.54584045640229,2.558444052673559,4.930733531036845,,,,,,,,,,,,28.40679737522538,,97.99040898291564,1.6817942778405284,,,23.81340037838707,0.8900341428289212,13.44898505578062,210.8095099518506,,,1.1833072823811661,,,31.333012103876523,273.74448860715637,84.82133997409638,470.6057444,61.557703664383276,3.823911804397611,,,,0.3090146245743585,,0.3778835355837707,3.5677108925979755,2.652955165,,,0.5145245701581568,184.64248387780256,43.756268134294416,102.7066920772976,14.806759667240588,51.175212427368855,12.969921304724355,4.014042038529279,13.685626016787607,2.5319483508145657,12.527651219822538,3.0370226322490157,6.6393086731225415,1.1647242455175382,5.986519578124084,1.1162531918133678,9.897299068221134,3.3745104908480763,0.866616128,,,,,0.033874753183851136,,,2.425227835018404,0.22135882579972702,4.139459308158536,1.4542473289965683,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A37,simpson2018_A,,62.402153121554804,0.7977731839846797,15.360009939081475,8.065600398440107,,,4.078633372183775,0.8467255411522014,0.28565498817696944,2.2197678987996734,5.355219506993205,0.426353639,16.881492758769607,3.4861502102616964,6.478428768014172,,,,,,,,,,,,26.405181890365625,,1.3653331554879735,1.8687260950933509,,,3.709046798109281,0.36391088862307336,10.08137872,221.41345530151779,,,1.4343575397848516,,,39.28824033,271.3015296841172,93.79283414817141,680.1223906959399,86.52650889534902,5.029955188884107,,,,0.29175762386512655,,0.3150438036519214,5.010608000544336,2.532770002241195,,,0.5703642883165838,265.3889041429362,56.43837437471346,134.55526151740972,18.506872709979223,61.46178987064344,15.097824331414506,4.981887070097106,15.232355869305207,2.903655695870007,15.054120518682602,3.6098781230231145,8.351489592,1.448075128568508,8.051217119026772,1.5051341911846357,15.740775975310543,4.888439282533974,1.0834423613394089,,,,,0.034635565587000365,,,3.501061294881671,0.095899426,6.273518422768935,2.1221544080549335,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A38,simpson2018_A,,62.29048527282182,0.8336148370292836,14.938040756837598,8.710398320118953,,,3.8084057181432414,0.8549202530361297,0.31093169471066157,2.2270449383427833,5.485659249587272,0.36163799622964965,18.79124993946695,3.6272220596743923,6.821966374808233,,,,,,,,,,,,27.664627002676678,,0.8496879003101818,1.6904275164250444,,,3.4952573532238915,0.28037482352367504,6.894961145698334,237.23644570036484,,,1.3727343024797636,,,42.71251705127667,236.67289880884005,99.59973358992166,720.5845652015859,92.15139749,5.646539589342842,,,,0.3383611066138858,,0.2930829140849155,5.361040091189011,2.070398063623939,,,0.534311138,278.37681296496135,60.09615049526358,142.91628985094832,19.592639545528183,65.63894558277393,15.953063316552322,4.923167060681109,15.98149466736434,3.058799431,16.108561185781074,3.851042292079552,8.950603844342163,1.520722500886337,8.697098267412962,1.573990513230954,17.985433571543542,5.269757834249014,1.028674466254314,,,,,0.031621372,,,3.8336239296513988,0.061337858204019095,6.775069413604437,2.259980677602522,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A39,simpson2018_A,,63.60081152,0.9455642977703982,15.24069291100973,7.276312288628197,,,3.743169549545432,0.8394562072617316,0.17936546901104558,2.257359611228582,5.376215841384066,0.44266064855225334,8.432416593,3.3059905885329264,4.849218885310959,,,,,,,,,,,,31.619518712234306,,1.0025294122920008,1.6475781451534919,,,3.3329859591055704,0.24049933633775883,7.581198789276056,193.66079025532542,,,0.8101177317749442,,,42.27831363874453,236.73249726067647,93.47416639652914,737.1829755182712,91.90630208619731,3.667884340093266,,,,0.3210477778792785,,0.31160689235307637,5.482155851467605,1.440294259861003,,,0.20854560704974037,281.47266295425385,54.662121768799786,130.23164294534087,18.176659848611084,61.659439619429705,15.18529383618598,5.013994853800882,15.335454179971245,2.9143780429468897,15.305142207437237,3.6849503077854817,8.402138802637685,1.4651843446576862,7.785104945913189,1.3661630375604739,18.643970003081094,5.434390410235312,0.8344564953338556,,,,,0.03254562,,,2.211423937559454,0.051868463,7.2356939505159055,2.3785173473608636,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A40,simpson2018_A,,58.58524666,1.254780997685992,15.250995919543687,9.694586708959802,,,4.976860372112841,2.2316018142895704,0.25203687145933984,1.8947564858395112,4.638483802,1.071150402888453,15.946260239015336,2.93542754,5.745119957657781,,,,,,,,,,,,24.988549134004188,,60.936613670716554,1.5296469738629983,,,17.131417799041696,0.26340454239681504,14.906904843330937,225.85852045934294,,,1.0559773845734894,,,37.36996977635083,264.71776244797263,85.42069515936731,520.6698939172778,65.98274558146544,4.368318920706875,,,,0.20668073213623714,,0.2108807563942268,4.495750470034237,1.281371105175537,,,0.4562305445705678,233.12136360935963,51.04865193190523,121.86532981107312,17.297201600233514,59.54376069562967,14.803412414831309,4.435996015441857,15.216354793047188,2.778545098260443,14.411749889869066,3.3771797260700342,7.709097354770945,1.2610457208054953,7.1198625983403145,1.2383968880684408,12.661026280681526,4.0352535963427645,0.8953330254450464,,,,,0.022977834,,,3.2383247484250486,0.055860410594640475,5.452445579834899,1.7502662988199642,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A41,simpson2018_A,,62.97046274809615,0.8387952176684665,15.120252728000718,7.9354252257188005,,,4.077982589592623,0.9764917577609235,0.232195723,2.445305423089531,4.999501158722172,0.2790392320162293,16.558887480328035,3.5205626406204154,7.125446723947035,,,,,,,,,,,,24.428775476172632,,0.7247532848133688,0.9737416151271642,,,5.512025067513933,0.20057612513653456,8.518303631531591,178.39187042675172,,,1.511720522301451,,,45.01367731633624,227.6834347849771,98.04751448307756,618.1887902216816,70.68269727285961,4.938397802982735,,,,0.3911047021339503,,0.29973008535105466,5.292198689551599,0.3315806123250687,,,0.6207234198897433,261.3892769364862,55.73194136,121.51428195315425,16.300759846399245,52.822765617660295,12.82716058,3.5096630103261663,13.252581210263198,2.527902365879345,13.196443201138395,3.1613273435216045,7.399522964,1.2735803074425238,7.060355707040562,1.3010754433880662,14.212816670109788,3.9145545377507776,0.9348650429265467,,,,,0.028316928,,,3.190183859894005,0.088158876,6.275985304639142,2.0022633546794113,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A42,simpson2018_A,,56.878805640016786,1.7349617675405788,13.686573867058616,11.69560621719027,,,6.280597677291697,2.6370366478128267,0.2752506532322678,1.595633898,4.0657039268713415,1.0155328076373906,11.006023059113517,2.5263610343929654,7.281016340504154,,,,,,,,,,,,36.64030266485283,,82.16581771,1.2392367330811862,,,18.653068943251032,0.6688218501298805,10.66337076221122,318.9239643996334,,,1.3721346197716813,,,27.175434591591507,292.5920272958793,90.76032054,439.76101115016985,69.20125034,4.051311973295308,,,,0.32316989797972573,,0.41304920047530336,4.300453523565017,0.4588159812290291,,,0.5895314551217352,205.48092248239905,50.39911666088463,116.77044816762607,16.854607891729593,58.631429419142144,14.895577231529186,4.613699168227263,15.621295914866122,2.9961827199806845,14.727852080975483,3.499554748764145,7.579956207178346,1.309756725618707,6.757405362820431,1.2777255287710843,11.634263834063747,4.567382606854695,0.7674157988520173,,,,,0.034752759196984784,,,3.0955901927135976,0.22870786834045478,4.7019834531322395,1.780829631086949,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A43,simpson2018_A,,60.52340248249665,1.1964053,15.158798640276306,8.604908101637898,,,4.965580870350825,1.9585460955495848,0.18726896557584866,1.9022519126388595,4.640800946,0.7605117882224072,7.232751426982263,2.9370105668074404,5.605144791771553,,,,,,,,,,,,25.766516040362177,,21.889823752876623,0.8407421723683133,,,9.948880934366802,0.27926432248557304,19.16912081505976,175.16936406096232,,,0.8503830759342175,,,34.46666262796692,272.90297389648134,91.78115276,529.5872728879928,69.06320228889568,3.7662440098565853,,,,0.3612410798812042,,0.4793490503762149,4.759007539131501,0.4237283228972522,,,0.44104818007070945,243.4236495418968,55.23436385311397,128.93855050744608,18.411631448442996,62.02169400159506,15.501178940791897,4.432098105660247,15.835216159463846,3.0322946555564703,15.417785466885391,3.708994466071066,8.329418880320898,1.439428889308042,7.764150209608305,1.3869264987466645,15.101962139424668,4.7745593189757285,0.7911572709885349,,,,,0.032431334336811446,,,3.989968101138776,0.10526434607237829,6.896526016727521,2.4181236141475746,,,,,,,,,,,,,,,,,,,,,,,
