Source ID 1,Sample ID,Method ID,Note,SiO2 %,TiO2 %,Al2O3 %,Fe2O3 %,FeO %,FeOT %,CaO %,MgO %,MnO %,K2O %,Na2O %,P2O5 %,Li ppm,Be ppm,B ppm,C ppm,CO2 ppm,F ppm,Na ppm,Mg ppm,Al ppm,P ppm,S ppm,Cl ppm,K ppm,Ca ppm,Sc ppm,Ti ppm,V ppm,Cr ppm,Mn ppm,Fe ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,Ge ppm,As ppm,Se ppm,Br ppm,Rb ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Ru ppm,Rh ppm,Pd ppm,Ag ppm,Cd ppm,In ppm,Sn ppm,Sb ppm,Te ppm,I ppm,Cs ppm,Ba ppm,La ppm,Ce ppm,Pr ppm,Nd ppm,Sm ppm,Eu ppm,Gd ppm,Tb ppm,Dy ppm,Ho ppm,Er ppm,Tm ppm,Yb ppm,Lu ppm,Hf ppm,Ta ppm,W ppm,Re ppm,Os ppm,Ir ppm,Pt ppm,Au ppm,Hg ppm,Tl ppm,Pb ppm,Bi ppm,Th ppm,U ppm,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age Ma,Age SD sigma 
weisler2013,weisler2013_2011-267,weisler2013_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512957,5e-06,2sigma,0.703635,8e-06,2sigma,17.9795,0.0015,2sigma,15.463,0.0016,2sigma,37.7357,0.0037,2sigma,0.86001,1e-05,2sigma,2.0989,3e-05,2sigma,,
weisler2013,weisler2013_2011-268,weisler2013_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51296,7e-06,2sigma,0.703618,8e-06,2sigma,17.9548,0.0012,2sigma,15.4657,0.0013,2sigma,37.7309,0.003,2sigma,0.86135,1e-05,2sigma,2.10134,4e-05,2sigma,,
weisler2013,weisler2013_2011-269,weisler2013_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512966,7e-06,2sigma,0.703621,8e-06,2sigma,18.0168,0.0011,2sigma,15.4603,0.0012,2sigma,37.7795,0.003,2sigma,0.85809,1e-05,2sigma,2.09692,4e-05,2sigma,,
weisler2013,weisler2013_2011-270,weisler2013_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512955,8e-06,2sigma,0.70363,7e-06,2sigma,18.0385,0.0024,2sigma,15.4565,0.0021,2sigma,37.7894,0.0057,2sigma,0.85687,2e-05,2sigma,2.09496,5e-05,2sigma,,
weisler2013,weisler2013_2011-271,weisler2013_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512958,9e-06,2sigma,0.703622,8e-06,2sigma,17.9235,0.0012,2sigma,15.4622,0.0011,2sigma,37.6677,0.0033,2sigma,0.8627,1e-05,2sigma,2.10162,5e-05,2sigma,,
weisler2013,weisler2013_2011-272,weisler2013_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512957,6e-06,2sigma,0.703608,7e-06,2sigma,18.1234,0.0013,2sigma,15.4941,0.001,2sigma,37.8643,0.0027,2sigma,0.8549,1e-05,2sigma,2.08918,5e-05,2sigma,,
weisler2013,weisler2013_2011-273,weisler2013_C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51296,7e-06,2sigma,0.703725,8e-06,2sigma,18.1279,0.0016,2sigma,15.4892,0.0016,2sigma,37.8708,0.0036,2sigma,0.85445,2e-05,2sigma,2.08907,6e-05,2sigma,,
rolett1998,rolett1998_57,rolett1998_B,,54.4,2.56,18.3,10.01,,,6.03,1.82,0.13,2.29,5.29,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_28,rolett1998_A,,46.63,3.78,14.68,13.3,,,10.96,5.63,0.17,1.89,2.21,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_44,rolett1998_A,,44.6,4.57,14.3,14.52,,,10.09,8.13,0.16,1.23,2.9,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_13,rolett1998_A,,48.52,3.35,13,12.99,,,11.11,6.5,0.19,0.67,2.12,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_56,rolett1998_B,,50.39,3.48,13.73,11.77,,,11.76,6.74,0.15,0.64,2.62,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_58,rolett1998_B,,46.33,4.62,14.96,13.32,,,10.46,5.08,0.21,1.83,3.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_62,rolett1998_B,,48.28,4.62,16.13,13.36,,,7.51,4.57,0.16,1.94,3.09,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_61,rolett1998_B,,50.72,3.73,15.79,11.6,,,8.09,4.07,0.12,2.4,4.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_64,rolett1998_B,,47.83,3.5,13.24,12.79,,,10.19,9,0.14,0.94,2.62,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_12,rolett1998_A,,48.31,3.6,13.96,12.75,,,10.86,6.32,0.17,1,2.31,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_92,rolett1998_B,,49.07,3.9,15.31,12.04,,,9.29,4.62,0.1,1.83,3.15,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_91,rolett1998_B,,48.64,4.3,14.68,13.09,,,8.79,4.65,0.12,1.84,3.3,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_84,rolett1998_B,,47.59,3.73,14.61,13.01,,,11.44,5.5,0.13,1.98,2.67,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_5,rolett1998_A,,46.1,3.79,14.59,13.26,,,10.87,5.38,0.17,1.99,3.37,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_7,rolett1998_A,,45.38,3.85,14.77,12.98,,,10.75,5.86,0.18,2.45,2.65,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_71,rolett1998_B,,46.98,3.37,12.87,12.72,,,10.05,9.01,0.14,0.97,2.71,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_81,rolett1998_B,,47.41,3.87,14.05,14.29,,,10.26,5.97,0.15,0.82,2.51,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_89,rolett1998_B,,47.51,4.02,15.6,13.8,,,8.69,5.72,0.14,1.09,3.1,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_1,rolett1998_A,,46.51,3.79,14.81,13.3,,,10.83,5.41,0.17,2.01,2.83,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_40,rolett1998_A,,45.39,3.46,14.2,12.95,,,11.96,6.12,0.17,1.78,2.57,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_95,rolett1998_B,,46.61,3.7,14.37,12.97,,,11.23,5.7,0.14,1.8,2.57,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_33,rolett1998_A,,49.08,3.13,16.37,13.23,,,7.22,4.72,0.17,1.8,3.96,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_105,rolett1998_B,,49.31,3.54,14.63,11.91,,,9.61,6.18,0.1,1.9,2.89,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_35,rolett1998_A,,46.42,3.82,14.5,13.33,,,11.08,5.8,0.17,1.91,2.11,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_8,rolett1998_A,,46.18,3.81,14.67,13.22,,,10.88,5.52,0.17,1.96,2.87,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_102,rolett1998_B,,49.96,3.76,15.57,12.52,,,8.25,4.16,0.13,2.18,3.52,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_101,rolett1998_B,,46.01,3.98,15,12.92,,,11.4,5.52,0.14,2.24,2.71,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_97,rolett1998_B,,51.63,3.22,15.73,11.14,,,7.61,3.91,0.12,2.42,3.82,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_100,rolett1998_B,,51.47,3.16,15.75,11.07,,,7.55,3.94,0.13,2.42,3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_107,rolett1998_B,,46.69,3.92,15.42,12.2,,,10.08,5.78,0.12,2.77,2.44,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_41,rolett1998_A,,51.14,3.1,15.83,11.35,,,7.65,3.95,0.16,2.45,4.01,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_Motopu-phonolite,rolett1998_A,,55.92,0.4,21.49,2.77,,,1.53,0.65,0.12,5.96,8.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_phonolite1,rolett1998_A,,56.08,0.27,20.92,4.15,,,1.53,0.12,0.25,5.91,11.17,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_phonolite2,rolett1998_A,,56.08,0.19,21.12,4,,,1.27,0.04,0.26,6.08,11.35,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_Hane-phonolite,rolett1998_A,,55.64,0.22,21.02,4.11,,,1.27,<LOD,0.31,5.55,10.19,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_19,rolett1998_A,,47.11,3.87,15.26,13.53,,,9.28,6.41,0.17,0.95,3.21,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_39,rolett1998_A,,46.72,3.79,15.12,13.64,,,9.21,6.63,0.16,0.99,3.27,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_15,rolett1998_A,,47.67,3.77,14.37,12.88,,,10.8,5.9,0.16,1.07,2.5,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_18,rolett1998_A,,45.81,3.71,14.69,13.29,,,10.7,5.45,0.17,2.01,2.58,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_25,rolett1998_A,,57.85,0.5,14.4,12.33,,,8.52,3.79,0.19,0.59,1.87,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_16,rolett1998_A,,52.33,1.46,19.31,5.68,,,3.72,1.4,0.16,5.24,7.27,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolett1998,rolett1998_17,rolett1998_A,,45.26,3.74,15.24,12.53,,,9.56,5.69,0.17,3.05,3.13,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-1,johnson2013_A,,49.824,4.106,17.133,,,,7.601,4.1544,0.1472,1.612,,,,,,,,,,,,,,,,,,,292,,,99710,,,26.6,188.5,,,,,,33.91,828,42.5,426.2,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-2,johnson2013_A,,49.856,4.024,16.895,,,,7.75,4.2324,0.1604,1.657,,,,,,,,,,,,,,,,,,,310,,,100690,,,22.5,165.7,,,,,,35.61,815.4,41.3,409.5,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-3,johnson2013_A,,49.282,4.198,17.081,,,,7.564,4.233,0.1627,1.686,,,,,,,,,,,,,,,,,,,305,,,104190,,,37,181.5,,,,,,34.85,786.9,56.8,416.9,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-4,johnson2013_A,,48.989,4.111,17.413,,,,7.482,4.2177,0.1606,1.587,,,,,,,,,,,,,,,,,,,300,,,101050,,,22,168.7,,,,,,32.83,769.4,38.7,401.7,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-5,johnson2013_A,,49.853,4.082,16.696,,,,7.841,4.3295,0.1688,1.622,,,,,,,,,,,,,,,,,,,288,,,102030,,,35,167.4,,,,,,33.23,799.7,41,403.3,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-6,johnson2013_A,,50.246,4.028,16.553,,,,7.75,4.3236,0.1649,1.621,,,,,,,,,,,,,,,,,,,314,,,98310,,,20,181.7,,,,,,33.3,784.6,40.4,396.1,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-7,johnson2013_A,,49.4,4.094,16.961,,,,7.753,4.3276,0.164,1.605,,,,,,,,,,,,,,,,,,,304,,,101760,,,27,168.6,,,,,,34.25,794.7,40.3,400.2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-8,johnson2013_A,,49.031,4.037,16.913,,,,7.701,4.2962,0.1639,1.593,,,,,,,,,,,,,,,,,,,293,,,101180,,,20,166.7,,,,,,33.85,787.2,40,401.2,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-9,johnson2013_A,,49.165,3.958,16.659,,,,7.828,4.3662,0.164,1.607,,,,,,,,,,,,,,,,,,,323,,,100400,,,29,162,,,,,,31.22,799.9,41.3,387.2,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-10,johnson2013_A,,49.357,3.946,16.946,,,,7.685,4.281,0.1563,1.706,,,,,,,,,,,,,,,,,,,310,,,98900,,,28,160.8,,,,,,35.86,781.4,39.2,388.4,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-11,johnson2013_A,,49.985,3.993,16.936,,,,7.693,4.2195,0.1583,1.671,,,,,,,,,,,,,,,,,,,303,,,99510,,,32,170.5,,,,,,32.95,785.6,40.4,396,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-12,johnson2013_A,,49.934,4.049,16.609,,,,7.694,4.315,0.1625,1.575,,,,,,,,,,,,,,,,,,,308,,,101300,,,24,168.6,,,,,,34.39,791.7,40,398.3,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-13,johnson2013_A,,50.451,4.022,16.812,,,,7.888,4.2542,0.1574,1.624,,,,,,,,,,,,,,,,,,,307,,,100320,,,22,165.7,,,,,,33.58,806.7,41,399.1,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-14,johnson2013_A,,49.752,4.025,16.703,,,,7.657,4.3043,0.1595,1.633,,,,,,,,,,,,,,,,,,,290,,,101180,,,22,180.2,,,,,,33.52,782.7,38.7,400.5,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-15,johnson2013_A,,49.596,4.095,17.869,,,,7.513,4.0606,0.1514,1.612,,,,,,,,,,,,,,,,,,,319,,,98470,,,20,169.5,,,,,,35.59,769.2,38.5,397.1,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-16,johnson2013_A,,49.576,3.998,16.799,,,,7.73,4.2753,0.1636,1.6,,,,,,,,,,,,,,,,,,,294,,,99850,,,24,157.9,,,,,,33.24,793.8,38.8,393.5,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-17,johnson2013_A,,49.454,3.925,16.603,,,,7.681,4.3471,0.1577,1.589,,,,,,,,,,,,,,,,,,,300,,,98910,,,19.9,162.1,,,,,,32.26,775.7,39.13,391.3,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Lau'agae-18,johnson2013_A,,49.743,4.027,16.299,,,,7.711,4.4336,0.1674,1.516,,,,,,,,,,,,,,,,,,,299,,,101800,,,23.9,173.4,,,,,,29.56,788.8,39,403.2,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Tula-1,johnson2013_A,,39.364,2.717,19.429,,,,5.431,3.667,0.1001,1.351,,,,,,,,,,,,,,,,,,,162.4,,,55630,,,16.7,185.8,,,,,,57.6,756.9,35.2,409.2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Tula-2,johnson2013_A,,44.201,3.414,19.793,,,,6.539,3.667,0.1057,1.702,,,,,,,,,,,,,,,,,,,157,,,62170,,,20.8,215.9,,,,,,66.1,941.1,43.9,495.6,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Tula-3,johnson2013_A,,36.398,3.94,18.04,,,,6.238,4.0442,0.0928,1.199,,,,,,,,,,,,,,,,,,,173.3,,,52710,,,99,151.7,,,,,,54.1,500,31.2,293.3,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Tula-4,johnson2013_A,,39.652,2.85,19.632,,,,5.2,3.567,0.0929,1.619,,,,,,,,,,,,,,,,,,,147.2,,,57630,,,12.5,184.7,,,,,,65.7,712.9,36.4,441.1,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Tula-5,johnson2013_A,,39.267,2.912,19.394,,,,5.668,3.6374,0.0956,1.454,,,,,,,,,,,,,,,,,,,154.1,,,55010,,,18.9,173.8,,,,,,52,754.5,36.6,405.6,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Tula-6,johnson2013_A,,38.609,2.802,18.74,,,,5.353,3.6407,0.0911,1.533,,,,,,,,,,,,,,,,,,,154.1,,,52130,,,15.2,169.6,,,,,,59.9,706,35,396.2,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnson2013,johnson2013_Tula-7,johnson2013_A,,33.619,2.1113,17.445,,,,4.494,3.5989,0.0672,1.054,,,,,,,,,,,,,,,,,,,130.3,,,36590,,,15,131.7,,,,,,37.42,510.1,25.42,276.7,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
