Primary analytical & method-specific metadata,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
METHOD IDENTIFICATION,,ANALYTICAL PROCEDURE,,,,,,ANALYTICAL ACCURACY & REPRODUCIBILITY ,,,,,DETECTION LIMIT,,TOTAL PROCEDURAL BLANK,,FRACTIONATION CORRECTION (ONLY FOR ISOTOPIC ANALYSES),,,,,NORMALIZATION,,
"Method code
[citation code][ _ ][A], [B] ; etc.",PARAMETER,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
must match codes in TAB 2 COL AM,must match parameters in TAB 3 COL AN-ES,see drop-down list,,,,,,,,standard deviation,,leave blank if 1,,e.g. ppm,,e.g. ppm,e.g. Nd146_Nd144,e.g. La Jolla,e.g. 0.7219,i.e. from literature,if known,if applicable,,e.g. USGS
Simpson-2018-JASR_A,Ag,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,27.0,4.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,In,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,3.0,8.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sn,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,614.0,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,5092.0,10.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Cs,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.22,55.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ba,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,2284.0,5.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,La,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.76,15.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ce,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.79,44.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Pr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.11,68.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ta,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.29,8.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Au,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.1,55.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Y,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.5,27.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Bi,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,12.0,7.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,U,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.23,19.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,W,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.15,68.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Mo,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,3.16,10.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Nd,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.25,40.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sm,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.08,53.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Eu,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.15,43.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Gd,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.08,54.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Tb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.02,68.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Dy,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.07,33.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ho,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.03,50.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Er,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.06,40.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Tm,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.02,58.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Yb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.08,22.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Lu,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.03,41.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Hf,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,2.28,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Th,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.77,7.0,%RSD,15.0,,,,,,,,,,,,
Weisler-1993-Toaga_A,SiO2,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,55.4,0.08,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,TiO2,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,2.256,0.22,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Al2O3,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,13.56,0.16,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,FeOT,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,12.73,0.11,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,CaO,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,6.98,0.11,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,MgO,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,3.44,0.81,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,MnO,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,0.185,0.38,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,K2O,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,1.73,0.0,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Na2O,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,3.34,0.42,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,P2O5,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,0.381,0.47,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Sc,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,34.8,7.7,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,V,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,391.0,1.7,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Cr,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,18.1,7.6,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ni,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,0.0,0.0,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Cu,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,11.0,15.5,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Zn,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,120.7,1.2,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ga,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,NA,NA,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Rb,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,46.6,2.1,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Sr,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,325.6,0.26,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Y,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,37.5,1.4,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Zr,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,174.3,0.61,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Nb,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,13.8,5.9,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ba,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,675.5,2.5,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,La,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,21.1,39.1,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ce,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,53.8,14.7,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Pb,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,10.8,11.4,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Th,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",BCRP-84,6.1,22.5,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,SiO2,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,68.19,0.05,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,TiO2,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,0.672,0.45,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Al2O3,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,15.32,0.15,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,FeOT,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,3.87,0.08,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,CaO,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,2.02,0.3,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,MgO,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,0.95,1.37,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,MnO,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,0.042,1.19,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,K2O,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,5.63,0.09,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Na2O,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,2.78,0.4,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,P2O5,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,0.296,0.34,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Sc,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,3.7,61.08,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,V,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,49.3,14.81,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Cr,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,12.2,20.74,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ni,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,18.7,5.67,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Cu,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,37.2,4.87,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Zn,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,99.0,1.85,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ga,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,NA,NA,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Rb,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,252.4,0.33,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Sr,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,233.8,0.39,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Y,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,30.4,3.52,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Zr,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,502.6,0.19,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Nb,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,30.3,2.24,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ba,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,1297.2,1.32,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,La,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,188.0,2.49,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Ce,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,399.0,3.34,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Pb,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,51.6,2.27,%,,,,,,,,,,,,,
Weisler-1993-Toaga_A,Th,WDXRF,Rigaku 3370,Washington State University,"Hooper, Peter",Oct. 1989,"Methods described in Hooper and Johnson. Unpublished manuscript, Geology Department, Washington State Univ.",GSP-1,103.3,1.37,%,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Ti,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Mn,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Fe,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Co,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Ni,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Cu,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Zn,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Ga,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,As,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Cs,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Ba,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,La,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Ce,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Nd,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,,,,,,,,,,,,,,,,,
Weisler-1993-Toaga_B,Rb,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,RGM-1,159.9,3.6,ppm,4.0,3.0,ppm,,,,,,,,,,
Weisler-1993-Toaga_B,Sr,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,RGM-1,107.3,1.0,ppm,4.0,3.0,ppm,,,,,,,,,,
Weisler-1993-Toaga_B,Y,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,RGM-1,27.7,1.6,ppm,4.0,3.0,ppm,,,,,,,,,,
Weisler-1993-Toaga_B,Zr,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,RGM-1,227.2,2.3,ppm,4.0,3.0,ppm,,,,,,,,,,
Weisler-1993-Toaga_B,Nb,EDXRF,Spectrace 440,University of California-Berkeley,"Weisler, Marshall",Sep. 1989 - Jan. 1990,,RGM-1,10.3,2.7,ppm,4.0,3.0,ppm,,,,,,,,,,
