Primary analytical & method-specific metadata,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
METHOD IDENTIFICATION,,ANALYTICAL PROCEDURE,,,,,,ANALYTICAL ACCURACY & REPRODUCIBILITY ,,,,,DETECTION LIMIT,,TOTAL PROCEDURAL BLANK,,FRACTIONATION CORRECTION (ONLY FOR ISOTOPIC ANALYSES),,,,,NORMALIZATION,,
"Method code
[citation code][ _ ][A], [B] ; etc.",PARAMETER,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
must match codes in TAB 2 COL AM,must match parameters in TAB 3 COL AN-ES,see drop-down list,,,,,,,,standard deviation,,leave blank if 1,,e.g. ppm,,e.g. ppm,e.g. Nd146_Nd144,e.g. La Jolla,e.g. 0.7219,i.e. from literature,if known,if applicable,,e.g. USGS
Simpson-2018-AO_B,Lu,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,0.2,,,,,,,,,,,,,,,
Simpson-2018-AO_B,Hf,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,3.3,,,,,,,,,,,,,,,
Simpson-2018-AO_B,Ta,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,0.8,,,,,,,,,,,,,,,
Simpson-2018-AO_B,W,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,0.1,,,,,,,,,,,,,,,
Simpson-2018-AO_B,Tl,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,0.0,,,,,,,,,,,,,,,
Simpson-2018-AO_B,Pb,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,1.0,,,,,,,,,,,,,,,
Simpson-2018-AO_B,Th,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,1.1,,,,,,,,,,,,,,,
Simpson-2018-AO_B,U,ICP:MS,Thermo X Series II quadrupole ,University of Queensland,"Bolhar, Robert; Feng, Yuexing",,,BHVO-2,0.3,,,,,,,,,,,,,,,
Simpson-2018-AO_C,Nd143_Nd144,HR-ICP-MS,Nu Plasma HR MC–ICP–MS (DSN-100 nebulising system),University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,,BHVO-2,0.51298,5e-06,,,,,,,,,,,,,,
Simpson-2018-AO_C,Pb206_Pb204,HR-ICP-MS,Nu Plasma HR MC–ICP–MS (DSN-100 nebulising system),University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,,BHVO-2,18.619,0.0017,,,,,,,,,,,,,,
Simpson-2018-AO_C,Pb207_Pb204,HR-ICP-MS,Nu Plasma HR MC–ICP–MS (DSN-100 nebulising system),University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,,BHVO-2,15.5312,0.0027,,,,,,,,,,,,,,
Simpson-2018-AO_C,Pb208_Pb204,HR-ICP-MS,Nu Plasma HR MC–ICP–MS (DSN-100 nebulising system),University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,,BHVO-2,38.2031,0.0077,,,,,,,,,,,,,,
Simpson-2018-AO_D,Sr87_Sr86,HR-ICP-MS,Nu Plasma HR MC–ICP–MS (DSN-100 nebulising system),University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,,BHVO-2,0.703476,9e-06,,,,,,,,,,,,,,
Simpson-2018-JASR_A,SiO2,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,62.5,0.5,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Na2O,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,16.6,1.1,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,MgO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,1.04,1.5,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Al2O3,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,4.35,1.2,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,P2O5,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.91,7.7,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,K2O,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,1.11,2.7,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,CaO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,8.69,3.7,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,MnO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.25,2.3,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Fe2O3,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.36,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,CuO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,2.54,6.7,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,TiO2,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.1,4.5,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,PbO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.61,1.4,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Li,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,11.0,4.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Be,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.1,37.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,B,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,97.0,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sc,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,6.0,21.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,V,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,187.0,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Cr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,60.0,4.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ni,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,712.0,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Co,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,330.0,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Zn,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,1698.0,9.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,As,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,18.0,6.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Rb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,12.0,5.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,163.0,8.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Zr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,166.0,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Nb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.5,49.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ag,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,63.0,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,In,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,1.0,13.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sn,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,191.0,7.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,2378.0,7.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Cs,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.1,61.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ba,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,662.0,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,La,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.4,27.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ce,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,1.0,52.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Pr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.1,66.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ta,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.2,38.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Au,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.1,97.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Y,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,1.0,19.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Bi,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,41.0,6.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,U,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.4,42.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,W,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.2,98.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Mo,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,1.7,8.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Nd,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.2,47.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sm,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.07,52.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Eu,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.07,41.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Gd,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.07,41.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Tb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.03,68.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Dy,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.09,33.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ho,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.04,53.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Er,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.08,23.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Tm,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.03,61.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Yb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.1,21.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Lu,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.04,52.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Hf,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,4.3,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Th,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING B,0.94,8.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,SiO2,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,55.5,1.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Na2O,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,1.3,1.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,MgO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,4.0,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Al2O3,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,5.2,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,P2O5,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,3.8,4.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,K2O,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,11.4,1.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,CaO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,15.1,6.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,MnO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.6,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Fe2O3,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.5,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,CuO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.4,6.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,TiO2,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.3,7.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,PbO,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.3,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Li,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,27.0,6.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Be,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.08,46.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,B,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,311.0,5.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sc,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,5.0,24.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,V,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,93.0,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Cr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,19.0,5.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Ni,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,361.0,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Co,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,141.0,2.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Zn,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,831.0,7.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,As,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,235.0,5.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Rb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,42.0,6.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Sr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,460.0,4.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Zr,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,87.0,3.0,%RSD,15.0,,,,,,,,,,,,
Simpson-2018-JASR_A,Nb,LA-ICPMS,Thermo ICAP–Q ICP–MS,Field Museum of Natural History Elemental Analysis Facility (EAF),"Dussubieux, Marie",,"Methods described in Carter and Dussubieux. JASR, 6 (2016)",CORNING D,0.7,15.0,%RSD,15.0,,,,,,,,,,,,
