Sample Information & archaeological provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE IDENTIFICATION,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,PETROGRAPHIC DESCRIPTION,,LOCATION,,,,,,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,Petrography,Comments,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments
must match TAB 1 COL H,,RESERVED TO ADMIN,see drop-down list,,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,,,Archipelago,Island name,Locality,,,,,must match TAB 1 COL K,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL N,,,see drop-down list,,"Level, Square, etc.",
Clark-2014-PNAS,472.0,Clark-2014-PNAS_472(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALELOLOGA,,-13.734878,-172.222756,,Clark-2014-PNAS,A16-326,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALELOLOGA,,,,SURFACE,
Clark-2014-PNAS,473.0,Clark-2014-PNAS_473(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALELOLOGA,,-13.734878,-172.222756,,Clark-2014-PNAS,A16-344,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALELOLOGA,,,,SURFACE,
Clark-2014-PNAS,474.0,Clark-2014-PNAS_474(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,NA,BETWEEN FA'ALA AND VAITO'OMULI,-13.62,-172.44,,Clark-2014-PNAS,A16-35,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,NA,,,,SURFACE,
Clark-2014-PNAS,475.0,Clark-2014-PNAS_475(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,NA,,-13.62,-172.44,,Clark-2014-PNAS,A16-390,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,NA,,,,SURFACE,
Clark-2014-PNAS,476.0,Clark-2014-PNAS_476(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,NA,,-13.62,-172.44,,Clark-2014-PNAS,A16-394,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,NA,,,,SURFACE,
Clark-2014-PNAS,477.0,Clark-2014-PNAS_477(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,NA,,-13.62,-172.44,,Clark-2014-PNAS,A16-399,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,NA,,,,SURFACE,
Clark-2014-PNAS,478.0,Clark-2014-PNAS_478(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,TAGA,,-13.792365,-172.51142,,Clark-2014-PNAS,A16-4,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,TAGA,,,,SURFACE,
Clark-2014-PNAS,479.0,Clark-2014-PNAS_479(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALA'ILUA,SS-SA-1,-13.718524,-172.591699,,Clark-2014-PNAS,A16-42,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALA'ILUA,,,,SURFACE,
Clark-2014-PNAS,480.0,Clark-2014-PNAS_480(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALA'ILUA,SS-SA-1,-13.718524,-172.591699,,Clark-2014-PNAS,A16-45,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALA'ILUA,,,,SURFACE,
Clark-2014-PNAS,481.0,Clark-2014-PNAS_481(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALA'ILUA,SS-SA-1,-13.718524,-172.591699,,Clark-2014-PNAS,A16-46,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALA'ILUA,,,,SURFACE,
Clark-2014-PNAS,482.0,Clark-2014-PNAS_482(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALA'ILUA,SS-SA-1,-13.718524,-172.591699,,Clark-2014-PNAS,A16-48,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALA'ILUA,,,,SURFACE,
Clark-2014-PNAS,483.0,Clark-2014-PNAS_483(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALA'ILUA,SS-SA-1,-13.718524,-172.591699,,Clark-2014-PNAS,A16-49,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALA'ILUA,,,,SURFACE,
Clark-2014-PNAS,484.0,Clark-2014-PNAS_484(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,FA'A'ALA,,-13.757914,-172.290709,,Clark-2014-PNAS,A16-5,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,FA'A'ALA,,,,SURFACE,
Clark-2014-PNAS,485.0,Clark-2014-PNAS_485(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SALA'ILUA,SS-SA-1,-13.718524,-172.591699,,Clark-2014-PNAS,A16-54,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SALA'ILUA,,,,SURFACE,
Clark-2014-PNAS,486.0,Clark-2014-PNAS_486(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,AVOA,,-13.62,-172.44,,Clark-2014-PNAS,A16-57,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,AVOA,,,,SURFACE,
Clark-2014-PNAS,487.0,Clark-2014-PNAS_487(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,AVOA,,-13.62,-172.44,,Clark-2014-PNAS,A16-58,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,AVOA,,,,SURFACE,
Clark-2014-PNAS,488.0,Clark-2014-PNAS_488(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,AVOA,,-13.62,-172.44,,Clark-2014-PNAS,A16-59,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,AVOA,,,,SURFACE,
Clark-2014-PNAS,489.0,Clark-2014-PNAS_489(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,AVOA,,-13.62,-172.44,,Clark-2014-PNAS,A16-60,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,AVOA,,,,SURFACE,
Clark-2014-PNAS,490.0,Clark-2014-PNAS_490(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,TAGA,,-13.792365,-172.51142,,Clark-2014-PNAS,A16-6,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,TAGA,,,,SURFACE,
Clark-2014-PNAS,491.0,Clark-2014-PNAS_491(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,AVOA,,-13.62,-172.44,,Clark-2014-PNAS,A16-61,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,AVOA,,,,SURFACE,
Clark-2014-PNAS,492.0,Clark-2014-PNAS_492(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-67,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,493.0,Clark-2014-PNAS_493(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-68,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,494.0,Clark-2014-PNAS_494(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-69,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,495.0,Clark-2014-PNAS_495(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-70,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,496.0,Clark-2014-PNAS_496(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,TAGA,,-13.792365,-172.51142,,Clark-2014-PNAS,A16-7,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,TAGA,,,,SURFACE,
Clark-2014-PNAS,497.0,Clark-2014-PNAS_497(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-71,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,498.0,Clark-2014-PNAS_498(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-73,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,499.0,Clark-2014-PNAS_499(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-76,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,500.0,Clark-2014-PNAS_500(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-77,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,501.0,Clark-2014-PNAS_501(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-78,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,502.0,Clark-2014-PNAS_502(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-79,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,503.0,Clark-2014-PNAS_503(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-80,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,504.0,Clark-2014-PNAS_504(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,TAGA,,-13.792365,-172.51142,,Clark-2014-PNAS,A16-8,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,TAGA,,,,SURFACE,
Clark-2014-PNAS,505.0,Clark-2014-PNAS_505(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-81,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,506.0,Clark-2014-PNAS_506(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-82,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,507.0,Clark-2014-PNAS_507(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-83,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,508.0,Clark-2014-PNAS_508(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,PAIA,,-13.472383,-172.405626,,Clark-2014-PNAS,A16-85,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,PAIA,,,,SURFACE,
Clark-2014-PNAS,509.0,Clark-2014-PNAS_509(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SATO'ALEPAI,,-13.450183,-172.367377,,Clark-2014-PNAS,A16-86,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SATO'ALEPAI,,,,SURFACE,
Clark-2014-PNAS,510.0,Clark-2014-PNAS_510(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SATO'ALEPAI,,-13.450183,-172.367377,,Clark-2014-PNAS,A16-87,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SATO'ALEPAI,,,,SURFACE,
Clark-2014-PNAS,511.0,Clark-2014-PNAS_511(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,SATO'ALEPAI,,-13.450183,-172.367377,,Clark-2014-PNAS,A16-88,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SATO'ALEPAI,,,,SURFACE,
Clark-2014-PNAS,512.0,Clark-2014-PNAS_512(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-94,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,513.0,Clark-2014-PNAS_513(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-95,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,514.0,Clark-2014-PNAS_514(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-97,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,515.0,Clark-2014-PNAS_515(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVAI,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-98,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,516.0,Clark-2014-PNAS_516(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,MATAVA,,-13.52725,-172.397628,,Clark-2014-PNAS,A16-99,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MATAVAI,,,,SURFACE,
Clark-2014-PNAS,517.0,Clark-2014-PNAS_517(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,VAIVASE,,-13.845807,-171.749995,,Clark-2014-PNAS,A17-259,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,VAIVASE,,,,SURFACE,
Clark-2014-PNAS,519.0,Clark-2014-PNAS_519(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-29,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,520.0,Clark-2014-PNAS_520(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LOTOFAGA,,-14.042279,-171.569871,,Clark-2014-PNAS,SA_A14-4,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LOTOFAGA,,,,SURFACE,
Clark-2014-PNAS,521.0,Clark-2014-PNAS_521(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-10,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,522.0,Clark-2014-PNAS_522(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-11,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,523.0,Clark-2014-PNAS_523(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-12,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,524.0,Clark-2014-PNAS_524(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-13,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,525.0,Clark-2014-PNAS_525(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-14,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,526.0,Clark-2014-PNAS_526(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-15,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,527.0,Clark-2014-PNAS_527(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-20,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,528.0,Clark-2014-PNAS_528(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-21,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,529.0,Clark-2014-PNAS_529(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-22,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,530.0,Clark-2014-PNAS_530(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-23,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,531.0,Clark-2014-PNAS_531(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-242,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,532.0,Clark-2014-PNAS_532(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-243,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,533.0,Clark-2014-PNAS_533(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SA_A17-32,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,534.0,Clark-2014-PNAS_534(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LEFAGA,,-13.980476,-171.944502,,Clark-2014-PNAS,SA_A17-4,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LEFAGA,,,,SURFACE,
Clark-2014-PNAS,535.0,Clark-2014-PNAS_535(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,NA,,-13.62,-172.44,,Clark-2014-PNAS,SS_A17-79,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,NA,,,,SURFACE,
Clark-2014-PNAS,536.0,Clark-2014-PNAS_536(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,SAVAI'I,TUASIVI,,-13.669412,-172.179049,,Clark-2014-PNAS,SS_A17-81,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,TUASIVI,,,,SURFACE,
Clark-2014-PNAS,537.0,Clark-2014-PNAS_537(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,VAITELE,,-13.831504,-171.808719,,Clark-2014-PNAS,SU_A12-64,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,VAITELE,,,,SURFACE,
Clark-2014-PNAS,538.0,Clark-2014-PNAS_538(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,VAILELE MOUND,,-13.857283,-171.733165,,Clark-2014-PNAS,SU_A17-1,ADZE,NA,,,EXCAVATION,,,,Clark-2014-PNAS,VAILELE MOUND,,,,LAYER 4,
Clark-2014-PNAS,539.0,Clark-2014-PNAS_539(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,FALEVAO,,-13.921338,-171.586145,,Clark-2014-PNAS,SU_A17-105,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,FALEVAO,,,,SURFACE,
Clark-2014-PNAS,540.0,Clark-2014-PNAS_540(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,FALEVAO,,-13.921338,-171.586145,,Clark-2014-PNAS,SU_A17-106,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,FALEVAO,,,,SURFACE,
Clark-2014-PNAS,541.0,Clark-2014-PNAS_541(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LALOMANGA,PROPER NAME: LALOMAUGA,-13.919239,-171.60232,,Clark-2014-PNAS,SU_A17-107,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LALOMANGA,,,,SURFACE,
Clark-2014-PNAS,542.0,Clark-2014-PNAS_542(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LALOMANGA,PROPER NAME: LALOMAUGA,-13.919239,-171.60232,,Clark-2014-PNAS,SU_A17-108,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LALOMANGA,,,,SURFACE,
Clark-2014-PNAS,543.0,Clark-2014-PNAS_543(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LALOMANGA,PROPER NAME: LALOMAUGA,-13.919239,-171.60232,,Clark-2014-PNAS,SU_A17-154,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LALOMANGA,,,,SURFACE,
Clark-2014-PNAS,544.0,Clark-2014-PNAS_544(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LALOMANGA,PROPER NAME: LALOMAUGA,-13.919239,-171.60232,,Clark-2014-PNAS,SU_A17-155,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LALOMANGA,,,,SURFACE,
Clark-2014-PNAS,545.0,Clark-2014-PNAS_545(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,FALEVAO,WEST OF LE-1,-13.921338,-171.586145,,Clark-2014-PNAS,SU_A17-156,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,FALEVAO,,,,SURFACE,
Clark-2014-PNAS,546.0,Clark-2014-PNAS_546(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,MOAMOA,,-13.86158,-171.784418,,Clark-2014-PNAS,SU_A17-2,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,MOAMOA,,,,SURFACE,
Clark-2014-PNAS,547.0,Clark-2014-PNAS_547(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LALOMANGA,PROPER NAME: LALOMAUGA,-13.919239,-171.60232,,Clark-2014-PNAS,SU_A17-237,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LALOMANGA,,,,SURFACE,
Clark-2014-PNAS,548.0,Clark-2014-PNAS_548(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LALOMANGA,PROPER NAME: LALOMAUGA,-13.919239,-171.60232,,Clark-2014-PNAS,SU_A17-238,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LALOMANGA,,,,SURFACE,
Clark-2014-PNAS,549.0,Clark-2014-PNAS_549(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,APOLIMA,APOLIMA ISLAND,,-13.823773,-172.151305,,Clark-2014-PNAS,SU_A17-28,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,APOLIMA ISLAND,,,,SURFACE,
Clark-2014-PNAS,550.0,Clark-2014-PNAS_550(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LELEUMOENGA,,-13.824155,-171.959351,,Clark-2014-PNAS,SU_A17-3,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LELEUMOENGA,,,,SURFACE,
Clark-2014-PNAS,551.0,Clark-2014-PNAS_551(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,LEFAGA,,-13.980476,-171.944502,,Clark-2014-PNAS,SU_A17-4,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,LEFAGA,,,,SURFACE,
Clark-2014-PNAS,552.0,Clark-2014-PNAS_552(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,UAFATO,,-13.951758,-171.51619,,Clark-2014-PNAS,SU_A17-76,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,UAFATO,,,,SURFACE,
Clark-2014-PNAS,553.0,Clark-2014-PNAS_553(a),ARTEFACT,,Whole rock,Sample surface,,,,,,SAMOA,_'UPOLU,NA,SAI-I,-13.93,-171.76,,Clark-2014-PNAS,SU_A17-85,ADZE,NA,,,SURVEY,,,,Clark-2014-PNAS,SAI-I,,,,SURFACE,
