Sample Information & archaeological provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE IDENTIFICATION,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,PETROGRAPHIC DESCRIPTION,,LOCATION,,,,,,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,Petrography,Comments,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments
must match TAB 1 COL H,,RESERVED TO ADMIN,see drop-down list,,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,,,Archipelago,Island name,Locality,,,,,must match TAB 1 COL K,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL N,,,see drop-down list,,"Level, Square, etc.",
Charleux-2014-JPA,Eiao-177,Charleux-2014-JPA_Eiao-177,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-178,Charleux-2014-JPA_Eiao-178,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-183,Charleux-2014-JPA_Eiao-183,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-185,Charleux-2014-JPA_Eiao-185,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-187,Charleux-2014-JPA_Eiao-187,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-19,Charleux-2014-JPA_Eiao-19,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-190,Charleux-2014-JPA_Eiao-190,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-193,Charleux-2014-JPA_Eiao-193,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-194,Charleux-2014-JPA_Eiao-194,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-195,Charleux-2014-JPA_Eiao-195,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-196,Charleux-2014-JPA_Eiao-196,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-199,Charleux-2014-JPA_Eiao-199,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-201,Charleux-2014-JPA_Eiao-201,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-202,Charleux-2014-JPA_Eiao-202,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-208,Charleux-2014-JPA_Eiao-208,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-209,Charleux-2014-JPA_Eiao-209,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-21,Charleux-2014-JPA_Eiao-21,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-210,Charleux-2014-JPA_Eiao-210,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-212,Charleux-2014-JPA_Eiao-212,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-214,Charleux-2014-JPA_Eiao-214,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-215,Charleux-2014-JPA_Eiao-215,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-223,Charleux-2014-JPA_Eiao-223,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-23,Charleux-2014-JPA_Eiao-23,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-4,Charleux-2014-JPA_Eiao-4,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-40,Charleux-2014-JPA_Eiao-40,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-44,Charleux-2014-JPA_Eiao-44,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-45,Charleux-2014-JPA_Eiao-45,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-46,Charleux-2014-JPA_Eiao-46,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-47,Charleux-2014-JPA_Eiao-47,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-49,Charleux-2014-JPA_Eiao-49,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-50,Charleux-2014-JPA_Eiao-50,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-51,Charleux-2014-JPA_Eiao-51,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-53a,Charleux-2014-JPA_Eiao-53a,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-53b,Charleux-2014-JPA_Eiao-53b,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-55,Charleux-2014-JPA_Eiao-55,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-58,Charleux-2014-JPA_Eiao-58,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-6,Charleux-2014-JPA_Eiao-6,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-61,Charleux-2014-JPA_Eiao-61,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-62,Charleux-2014-JPA_Eiao-62,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-65,Charleux-2014-JPA_Eiao-65,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-66,Charleux-2014-JPA_Eiao-66,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-67,Charleux-2014-JPA_Eiao-67,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-69,Charleux-2014-JPA_Eiao-69,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-7,Charleux-2014-JPA_Eiao-7,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-73,Charleux-2014-JPA_Eiao-73,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-74,Charleux-2014-JPA_Eiao-74,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-75,Charleux-2014-JPA_Eiao-75,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-77,Charleux-2014-JPA_Eiao-77,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-78,Charleux-2014-JPA_Eiao-78,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-80,Charleux-2014-JPA_Eiao-80,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-82a,Charleux-2014-JPA_Eiao-82a,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-82b,Charleux-2014-JPA_Eiao-82b,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-83a,Charleux-2014-JPA_Eiao-83a,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-83b,Charleux-2014-JPA_Eiao-83b,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-84,Charleux-2014-JPA_Eiao-84,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-87,Charleux-2014-JPA_Eiao-87,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-88,Charleux-2014-JPA_Eiao-88,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-9,Charleux-2014-JPA_Eiao-9,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-91,Charleux-2014-JPA_Eiao-91,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-92,Charleux-2014-JPA_Eiao-92,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-93,Charleux-2014-JPA_Eiao-93,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-94,Charleux-2014-JPA_Eiao-94,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-95,Charleux-2014-JPA_Eiao-95,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-97,Charleux-2014-JPA_Eiao-97,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-98,Charleux-2014-JPA_Eiao-98,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-13,Charleux-2014-JPA_Eiao-13,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-134,Charleux-2014-JPA_Eiao-134,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-143,Charleux-2014-JPA_Eiao-143,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-149,Charleux-2014-JPA_Eiao-149,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-151,Charleux-2014-JPA_Eiao-151,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
Charleux-2014-JPA,Eiao-154,Charleux-2014-JPA_Eiao-154,SOURCE,Artefact used as source,Whole rock,Sample surface,,,,,,MARQUESAS,EIAO,NA,,-8.0,-140.7,,Charleux-2014-JPA,NA,NA,NA,,M. Charleux,Survey,"2010, 2011",SCP Tahiti (French Polynesia),,Charleux-2014-JPA,NA,,WORKSHOP,,SURFACE,
